지역(1)	1990. 01	1990. 02	1990. 03	1990. 04	1990. 05	1990. 06	1990. 07	1990. 08	1990. 09	1990. 10	1990. 11	1990. 12	1991. 01	1991. 02	1991. 03	1991. 04	1991. 05	1991. 06	1991. 07	1991. 08	1991. 09	1991. 10	1991. 11	1991. 12	1992. 01	1992. 02	1992. 03	1992. 04	1992. 05	1992. 06	1992. 07	1992. 08	1992. 09	1992. 10	1992. 11	1992. 12	1993. 01	1993. 02	1993. 03	1993. 04	1993. 05	1993. 06	1993. 07	1993. 08	1993. 09	1993. 10	1993. 11	1993. 12	1994. 01	1994. 02	1994. 03	1994. 04	1994. 05	1994. 06	1994. 07	1994. 08	1994. 09	1994. 10	1994. 11	1994. 12	1995. 01	1995. 02	1995. 03	1995. 04	1995. 05	1995. 06	1995. 07	1995. 08	1995. 09	1995. 10	1995. 11	1995. 12	1996. 01	1996. 02	1996. 03	1996. 04	1996. 05	1996. 06	1996. 07	1996. 08	1996. 09	1996. 10	1996. 11	1996. 12	1997. 01	1997. 02	1997. 03	1997. 04	1997. 05	1997. 06	1997. 07	1997. 08	1997. 09	1997. 10	1997. 11	1997. 12	1998. 01	1998. 02	1998. 03	1998. 04	1998. 05	1998. 06	1998. 07	1998. 08	1998. 09	1998. 10	1998. 11	1998. 12	1999. 01	1999. 02	1999. 03	1999. 04	1999. 05	1999. 06	1999. 07	1999. 08	1999. 09	1999. 10	1999. 11	1999. 12	2000. 01	2000. 02	2000. 03	2000. 04	2000. 05	2000. 06	2000. 07	2000. 08	2000. 09	2000. 10	2000. 11	2000. 12	2001. 01	2001. 02	2001. 03	2001. 04	2001. 05	2001. 06	2001. 07	2001. 08	2001. 09	2001. 10	2001. 11	2001. 12	2002. 01	2002. 02	2002. 03	2002. 04	2002. 05	2002. 06	2002. 07	2002. 08	2002. 09	2002. 10	2002. 11	2002. 12	2003. 01	2003. 02	2003. 03	2003. 04	2003. 05	2003. 06	2003. 07	2003. 08	2003. 09	2003. 10	2003. 11	2003. 12	2004. 01	2004. 02	2004. 03	2004. 04	2004. 05	2004. 06	2004. 07	2004. 08	2004. 09	2004. 10	2004. 11	2004. 12	2005. 01	2005. 02	2005. 03	2005. 04	2005. 05	2005. 06	2005. 07	2005. 08	2005. 09	2005. 10	2005. 11	2005. 12	2006. 01	2006. 02	2006. 03	2006. 04	2006. 05	2006. 06	2006. 07	2006. 08	2006. 09	2006. 10	2006. 11	2006. 12	2007. 01	2007. 02	2007. 03	2007. 04	2007. 05	2007. 06	2007. 07	2007. 08	2007. 09	2007. 10	2007. 11	2007. 12	2008. 01	2008. 02	2008. 03	2008. 04	2008. 05	2008. 06	2008. 07	2008. 08	2008. 09	2008. 10	2008. 11	2008. 12	2009. 01	2009. 02	2009. 03	2009. 04	2009. 05	2009. 06	2009. 07	2009. 08	2009. 09	2009. 10	2009. 11	2009. 12	2010. 01	2010. 02	2010. 03	2010. 04	2010. 05	2010. 06	2010. 07	2010. 08	2010. 09	2010. 10	2010. 11	2010. 12	2011. 01	2011. 02	2011. 03	2011. 04	2011. 05	2011. 06	2011. 07	2011. 08	2011. 09	2011. 10	2011. 11	2011. 12	2012. 01	2012. 02	2012. 03	2012. 04	2012. 05	2012. 06	2012. 07	2012. 08	2012. 09	2012. 10	2012. 11	2012. 12	2013. 01	2013. 02	2013. 03	2013. 04	2013. 05	2013. 06	2013. 07	2013. 08	2013. 09	2013. 10	2013. 11	2013. 12	2014. 01	2014. 02	2014. 03	2014. 04	2014. 05	2014. 06	2014. 07	2014. 08	2014. 09	2014. 10	2014. 11	2014. 12	2015. 01	2015. 02	2015. 03	2015. 04	2015. 05	2015. 06	2015. 07	2015. 08	2015. 09	2015. 10	2015. 11	2015. 12	2016. 01	2016. 02	2016. 03	2016. 04	2016. 05	2016. 06	2016. 07	2016. 08	2016. 09	2016. 10	2016. 11	2016. 12	2017. 01	2017. 02	2017. 03	2017. 04	2017. 05	2017. 06	2017. 07	2017. 08	2017. 09	2017. 10	2017. 11	2017. 12	2018. 01	2018. 02	2018. 03	2018. 04	2018. 05	2018. 06	2018. 07	2018. 08	2018. 09	2018. 10	2018. 11	2018. 12	2019. 01	2019. 02	2019. 03	2019. 04	2019. 05	2019. 06	2019. 07	2019. 08
전국	867.2	845.5	785.5	771.7	766.7	698.2	637.4	602.2	682.8	696.4	712.5	647.5	654.7	670.6	638.3	630.2	604.7	646.3	710.6	684.3	705.2	668.1	625.1	639.8	651.3	615.8	588.4	589.3	564.5	523	496.3	537.1	544.9	645.1	650.3	696.3	668.8	645.9	713.5	719.8	760.4	752	708.5	692.5	733	798.4	848.8	890.4	933.3	889.2	884	942.4	926.7	944.7	938.9	1,002.40	1,085.30	1,110.50	1,040.70	965.3	929.7	942.4	902.7	884.2	884.3	945.7	916.9	971.2	999	957.3	918.1	866.1	874.8	857.4	920.2	942.6	867.7	832.2	805.4	783.4	806.7	740.9	690.6	669.6	698.1	656.7	694.3	713.1	765.2	752.3	740.5	676.5	584.1	494.1	390.3	475.2	525.2	523	444.2	356.3	313.3	327.8	312.8	312.2	358.8	429.2	524.7	597.6	533	586.2	721.1	745.4	841.4	971.4	933.1	926.9	828.6	950.1	984.5	952.5	902.7	878.4	779.8	720.8	795.1	794.1	720.4	622.9	548.1	544.1	526.4	585	593.4	543.9	530.3	600.7	602.9	554.1	567.7	504	523.3	604.9	666	739	774.4	864.7	894	842.2	784.3	753.7	713.2	703	642.2	679.7	699.8	631	591.6	550.8	585.9	613.5	663.2	703.5	731.7	742.3	756.5	789.1	801.2	845.5	867.5	875.6	907.1	798.8	771.6	746.1	770.3	835.9	849.1	863.1	873.1	903.4	964.5	988.2	955.4	939	991.3	1,058.70	1,101.80	1,171.00	1,190.90	1,253.30	1,338.80	1,379.30	1,341.70	1,331.70	1,415.90	1,388.80	1,249.20	1,278.00	1,316.10	1,356.50	1,354.00	1,403.90	1,418.80	1,379.30	1,434.90	1,431.60	1,517.10	1,614.90	1,754.30	1,911.60	1,815.00	1,879.00	2,004.60	1,924.80	1,904.00	1,732.30	1,689.50	1,651.20	1,776.60	1,846.80	1,758.20	1,569.60	1,537.60	1,446.60	1,201.70	1,074.00	1,114.90	1,156.40	1,139.80	1,140.50	1,322.10	1,400.50	1,395.20	1,460.00	1,577.90	1,659.50	1,630.60	1,583.50	1,646.60	1,682.20	1,599.00	1,665.50	1,730.30	1,648.30	1,691.90	1,731.10	1,762.20	1,815.80	1,889.70	1,924.70	2,002.50	2,091.60	2,002.90	2,002.70	2,153.10	2,121.90	2,074.60	2,150.10	1,869.40	1,791.00	1,825.90	1,858.80	1,863.20	1,891.00	2,003.20	2,023.40	1,995.90	1,886.40	1,848.60	1,826.80	1,918.90	1,961.30	1,942.20	1,904.70	1,973.80	1,986.10	1,979.90	1,990.20	1,938.90	1,974.50	1,884.40	1,871.80	1,897.00	1,984.40	2,029.70	2,009.90	1,988.30	1,948.20	1,937.70	1,952.40	1,991.20	1,994.10	1,995.10	2,022.00	2,060.90	2,042.70	1,942.80	1,959.70	1,941.90	1,921.00	1,961.00	2,012.60	2,107.30	2,114.90	2,063.70	2,058.00	1,952.60	1,939.60	2,020.60	2,006.80	1,971.50	1,894.70	1,900.60	1,976.50	1,996.20	1,966.70	1,977.00	2,002.50	2,036.70	2,042.60	2,036.00	1,981.80	2,021.70	2,061.70	2,082.80	2,136.20	2,160.20	2,301.90	2,372.20	2,412.90	2,372.20	2,371.80	2,482.90	2,533.50	2,467.70	2,520.90	2,439.10	2,451.60	2,458.20	2,461.30	2,394.50	2,284.30	2,283.80	2,307.30	2,153.50	2,083.30	2,070.10	2,102.00	2,210.20	2,161.90	2,212.10	2,086.90	2,086.90	2,079.50		
수도권	867.2	845.5	785.5	771.7	766.7	698.2	637.4	602.2	682.8	696.4	712.5	647.5	654.7	670.6	638.3	630.2	604.7	646.3	710.6	684.3	705.2	668.1	625.1	639.8	651.3	615.8	588.4	589.3	564.5	523	496.3	537.1	544.9	645.1	650.3	696.3	668.8	645.9	713.5	719.8	760.4	752	708.5	692.5	733	798.4	848.8	890.4	933.3	889.2	884	942.4	926.7	944.7	938.9	1,002.40	1,085.30	1,110.50	1,040.70	965.3	929.7	942.4	902.7	884.2	884.3	945.7	916.9	971.2	999	957.3	918.1	866.1	874.8	857.4	920.2	942.6	867.7	832.2	805.4	783.4	806.7	740.9	690.6	669.6	698.1	656.7	694.3	713.1	765.2	752.3	740.5	676.5	584.1	494.1	390.3	475.2	525.2	523	444.2	356.3	313.3	327.8	312.8	312.2	358.8	429.2	524.7	597.6	533	586.2	721.1	745.4	841.4	971.4	933.1	926.9	828.6	950.1	984.5	952.5	902.7	878.4	779.8	720.8	795.1	794.1	720.4	622.9	548.1	544.1	526.4	585	593.4	543.9	530.3	600.7	602.9	554.1	567.7	504	523.3	604.9	666	739	774.4	864.7	894	842.2	784.3	753.7	713.2	703	642.2	679.7	699.8	631	591.6	550.8	585.9	613.5	663.2	703.5	731.7	742.3	756.5	789.1	801.2	845.5	867.5	875.6	907.1	798.8	771.6	746.1	770.3	835.9	849.1	863.1	873.1	903.4	964.5	988.2	955.4	939	991.3	1,058.70	1,101.80	1,171.00	1,190.90	1,253.30	1,338.80	1,379.30	1,341.70	1,331.70	1,415.90	1,388.80	1,249.20	1,278.00	1,316.10	1,356.50	1,354.00	1,403.90	1,418.80	1,379.30	1,434.90	1,431.60	1,517.10	1,614.90	1,754.30	1,911.60	1,815.00	1,879.00	2,004.60	1,924.80	1,904.00	1,732.30	1,689.50	1,651.20	1,776.60	1,846.80	1,758.20	1,569.60	1,537.60	1,446.60	1,201.70	1,074.00	1,114.90	1,156.40	1,139.80	1,140.50	1,322.10	1,400.50	1,395.20	1,460.00	1,577.90	1,659.50	1,630.60	1,583.50	1,646.60	1,682.20	1,599.00	1,665.50	1,730.30	1,648.30	1,691.90	1,731.10	1,762.20	1,815.80	1,889.70	1,924.70	2,002.50	2,091.60	2,002.90	2,002.70	2,153.10	2,121.90	2,074.60	2,150.10	1,869.40	1,791.00	1,825.90	1,858.80	1,863.20	1,891.00	2,003.20	2,023.40	1,995.90	1,886.40	1,848.60	1,826.80	1,918.90	1,961.30	1,942.20	1,904.70	1,973.80	1,986.10	1,979.90	1,990.20	1,938.90	1,974.50	1,884.40	1,871.80	1,897.00	1,984.40	2,029.70	2,009.90	1,988.30	1,948.20	1,937.70	1,952.40	1,991.20	1,994.10	1,995.10	2,022.00	2,060.90	2,042.70	1,942.80	1,959.70	1,941.90	1,921.00	1,961.00	2,012.60	2,107.30	2,114.90	2,063.70	2,058.00	1,952.60	1,939.60	2,020.60	2,006.80	1,971.50	1,894.70	1,900.60	1,976.50	1,996.20	1,966.70	1,977.00	2,002.50	2,036.70	2,042.60	2,036.00	1,981.80	2,021.70	2,061.70	2,082.80	2,136.20	2,160.20	2,301.90	2,372.20	2,412.90	2,372.20	2,371.80	2,482.90	2,533.50	2,467.70	2,520.90	2,439.10	2,451.60	2,458.20	2,461.30	2,394.50	2,284.30	2,283.80	2,307.30	2,153.50	2,083.30	2,070.10	2,102.00	2,210.20	2,161.90	2,212.10	2,086.90	2,086.90	2,079.50		
서울	867.2	845.5	785.5	771.7	766.7	698.2	637.4	602.2	682.8	696.4	712.5	647.5	654.7	670.6	638.3	630.2	604.7	646.3	710.6	684.3	705.2	668.1	625.1	639.8	651.3	615.8	588.4	589.3	564.5	523	496.3	537.1	544.9	645.1	650.3	696.3	668.8	645.9	713.5	719.8	760.4	752	708.5	692.5	733	798.4	848.8	890.4	933.3	889.2	884	942.4	926.7	944.7	938.9	1,002.40	1,085.30	1,110.50	1,040.70	965.3	929.7	942.4	902.7	884.2	884.3	945.7	916.9	971.2	999	957.3	918.1	866.1	874.8	857.4	920.2	942.6	867.7	832.2	805.4	783.4	806.7	740.9	690.6	669.6	698.1	656.7	694.3	713.1	765.2	752.3	740.5	676.5	584.1	494.1	390.3	475.2	525.2	523	444.2	356.3	313.3	327.8	312.8	312.2	358.8	429.2	524.7	597.6	533	586.2	721.1	745.4	841.4	971.4	933.1	926.9	828.6	950.1	984.5	952.5	902.7	878.4	779.8	720.8	795.1	794.1	720.4	622.9	548.1	544.1	526.4	585	593.4	543.9	530.3	600.7	602.9	554.1	567.7	504	523.3	604.9	666	739	774.4	864.7	894	842.2	784.3	753.7	713.2	703	642.2	679.7	699.8	631	591.6	550.8	585.9	613.5	663.2	703.5	731.7	742.3	756.5	789.1	801.2	845.5	867.5	875.6	907.1	798.8	771.6	746.1	770.3	835.9	849.1	863.1	873.1	903.4	964.5	988.2	955.4	939	991.3	1,058.70	1,101.80	1,171.00	1,190.90	1,253.30	1,338.80	1,379.30	1,341.70	1,331.70	1,415.90	1,388.80	1,249.20	1,278.00	1,316.10	1,356.50	1,354.00	1,403.90	1,418.80	1,379.30	1,434.90	1,431.60	1,517.10	1,614.90	1,754.30	1,911.60	1,815.00	1,879.00	2,004.60	1,924.80	1,904.00	1,732.30	1,689.50	1,651.20	1,776.60	1,846.80	1,758.20	1,569.60	1,537.60	1,446.60	1,201.70	1,074.00	1,114.90	1,156.40	1,139.80	1,140.50	1,322.10	1,400.50	1,395.20	1,460.00	1,577.90	1,659.50	1,630.60	1,583.50	1,646.60	1,682.20	1,599.00	1,665.50	1,730.30	1,648.30	1,691.90	1,731.10	1,762.20	1,815.80	1,889.70	1,924.70	2,002.50	2,091.60	2,002.90	2,002.70	2,153.10	2,121.90	2,074.60	2,150.10	1,869.40	1,791.00	1,825.90	1,858.80	1,863.20	1,891.00	2,003.20	2,023.40	1,995.90	1,886.40	1,848.60	1,826.80	1,918.90	1,961.30	1,942.20	1,904.70	1,973.80	1,986.10	1,979.90	1,990.20	1,938.90	1,974.50	1,884.40	1,871.80	1,897.00	1,984.40	2,029.70	2,009.90	1,988.30	1,948.20	1,937.70	1,952.40	1,991.20	1,994.10	1,995.10	2,022.00	2,060.90	2,042.70	1,942.80	1,959.70	1,941.90	1,921.00	1,961.00	2,012.60	2,107.30	2,114.90	2,063.70	2,058.00	1,952.60	1,939.60	2,020.60	2,006.80	1,971.50	1,894.70	1,900.60	1,976.50	1,996.20	1,966.70	1,977.00	2,002.50	2,036.70	2,042.60	2,036.00	1,981.80	2,021.70	2,061.70	2,082.80	2,136.20	2,160.20	2,301.90	2,372.20	2,412.90	2,372.20	2,371.80	2,482.90	2,533.50	2,467.70	2,520.90	2,439.10	2,451.60	2,458.20	2,461.30	2,394.50	2,284.30	2,283.80	2,307.30	2,153.50	2,083.30	2,070.10	2,102.00	2,210.20	2,161.90	2,212.10	2,086.90	2,086.90	2,079.50		
경기	867.2	845.5	785.5	771.7	766.7	698.2	637.4	602.2	682.8	696.4	712.5	647.5	654.7	670.6	638.3	630.2	604.7	646.3	710.6	684.3	705.2	668.1	625.1	639.8	651.3	615.8	588.4	589.3	564.5	523	496.3	537.1	544.9	645.1	650.3	696.3	668.8	645.9	713.5	719.8	760.4	752	708.5	692.5	733	798.4	848.8	890.4	933.3	889.2	884	942.4	926.7	944.7	938.9	1,002.40	1,085.30	1,110.50	1,040.70	965.3	929.7	942.4	902.7	884.2	884.3	945.7	916.9	971.2	999	957.3	918.1	866.1	874.8	857.4	920.2	942.6	867.7	832.2	805.4	783.4	806.7	740.9	690.6	669.6	698.1	656.7	694.3	713.1	765.2	752.3	740.5	676.5	584.1	494.1	390.3	475.2	525.2	523	444.2	356.3	313.3	327.8	312.8	312.2	358.8	429.2	524.7	597.6	533	586.2	721.1	745.4	841.4	971.4	933.1	926.9	828.6	950.1	984.5	952.5	902.7	878.4	779.8	720.8	795.1	794.1	720.4	622.9	548.1	544.1	526.4	585	593.4	543.9	530.3	600.7	602.9	554.1	567.7	504	523.3	604.9	666	739	774.4	864.7	894	842.2	784.3	753.7	713.2	703	642.2	679.7	699.8	631	591.6	550.8	585.9	613.5	663.2	703.5	731.7	742.3	756.5	789.1	801.2	845.5	867.5	875.6	907.1	798.8	771.6	746.1	770.3	835.9	849.1	863.1	873.1	903.4	964.5	988.2	955.4	939	991.3	1,058.70	1,101.80	1,171.00	1,190.90	1,253.30	1,338.80	1,379.30	1,341.70	1,331.70	1,415.90	1,388.80	1,249.20	1,278.00	1,316.10	1,356.50	1,354.00	1,403.90	1,418.80	1,379.30	1,434.90	1,431.60	1,517.10	1,614.90	1,754.30	1,911.60	1,815.00	1,879.00	2,004.60	1,924.80	1,904.00	1,732.30	1,689.50	1,651.20	1,776.60	1,846.80	1,758.20	1,569.60	1,537.60	1,446.60	1,201.70	1,074.00	1,114.90	1,156.40	1,139.80	1,140.50	1,322.10	1,400.50	1,395.20	1,460.00	1,577.90	1,659.50	1,630.60	1,583.50	1,646.60	1,682.20	1,599.00	1,665.50	1,730.30	1,648.30	1,691.90	1,731.10	1,762.20	1,815.80	1,889.70	1,924.70	2,002.50	2,091.60	2,002.90	2,002.70	2,153.10	2,121.90	2,074.60	2,150.10	1,869.40	1,791.00	1,825.90	1,858.80	1,863.20	1,891.00	2,003.20	2,023.40	1,995.90	1,886.40	1,848.60	1,826.80	1,918.90	1,961.30	1,942.20	1,904.70	1,973.80	1,986.10	1,979.90	1,990.20	1,938.90	1,974.50	1,884.40	1,871.80	1,897.00	1,984.40	2,029.70	2,009.90	1,988.30	1,948.20	1,937.70	1,952.40	1,991.20	1,994.10	1,995.10	2,022.00	2,060.90	2,042.70	1,942.80	1,959.70	1,941.90	1,921.00	1,961.00	2,012.60	2,107.30	2,114.90	2,063.70	2,058.00	1,952.60	1,939.60	2,020.60	2,006.80	1,971.50	1,894.70	1,900.60	1,976.50	1,996.20	1,966.70	1,977.00	2,002.50	2,036.70	2,042.60	2,036.00	1,981.80	2,021.70	2,061.70	2,082.80	2,136.20	2,160.20	2,301.90	2,372.20	2,412.90	2,372.20	2,371.80	2,482.90	2,533.50	2,467.70	2,520.90	2,439.10	2,451.60	2,458.20	2,461.30	2,394.50	2,284.30	2,283.80	2,307.30	2,153.50	2,083.30	2,070.10	2,102.00	2,210.20	2,161.90	2,212.10	2,086.90	2,086.90	2,079.50		
인천	867.2	845.5	785.5	771.7	766.7	698.2	637.4	602.2	682.8	696.4	712.5	647.5	654.7	670.6	638.3	630.2	604.7	646.3	710.6	684.3	705.2	668.1	625.1	639.8	651.3	615.8	588.4	589.3	564.5	523	496.3	537.1	544.9	645.1	650.3	696.3	668.8	645.9	713.5	719.8	760.4	752	708.5	692.5	733	798.4	848.8	890.4	933.3	889.2	884	942.4	926.7	944.7	938.9	1,002.40	1,085.30	1,110.50	1,040.70	965.3	929.7	942.4	902.7	884.2	884.3	945.7	916.9	971.2	999	957.3	918.1	866.1	874.8	857.4	920.2	942.6	867.7	832.2	805.4	783.4	806.7	740.9	690.6	669.6	698.1	656.7	694.3	713.1	765.2	752.3	740.5	676.5	584.1	494.1	390.3	475.2	525.2	523	444.2	356.3	313.3	327.8	312.8	312.2	358.8	429.2	524.7	597.6	533	586.2	721.1	745.4	841.4	971.4	933.1	926.9	828.6	950.1	984.5	952.5	902.7	878.4	779.8	720.8	795.1	794.1	720.4	622.9	548.1	544.1	526.4	585	593.4	543.9	530.3	600.7	602.9	554.1	567.7	504	523.3	604.9	666	739	774.4	864.7	894	842.2	784.3	753.7	713.2	703	642.2	679.7	699.8	631	591.6	550.8	585.9	613.5	663.2	703.5	731.7	742.3	756.5	789.1	801.2	845.5	867.5	875.6	907.1	798.8	771.6	746.1	770.3	835.9	849.1	863.1	873.1	903.4	964.5	988.2	955.4	939	991.3	1,058.70	1,101.80	1,171.00	1,190.90	1,253.30	1,338.80	1,379.30	1,341.70	1,331.70	1,415.90	1,388.80	1,249.20	1,278.00	1,316.10	1,356.50	1,354.00	1,403.90	1,418.80	1,379.30	1,434.90	1,431.60	1,517.10	1,614.90	1,754.30	1,911.60	1,815.00	1,879.00	2,004.60	1,924.80	1,904.00	1,732.30	1,689.50	1,651.20	1,776.60	1,846.80	1,758.20	1,569.60	1,537.60	1,446.60	1,201.70	1,074.00	1,114.90	1,156.40	1,139.80	1,140.50	1,322.10	1,400.50	1,395.20	1,460.00	1,577.90	1,659.50	1,630.60	1,583.50	1,646.60	1,682.20	1,599.00	1,665.50	1,730.30	1,648.30	1,691.90	1,731.10	1,762.20	1,815.80	1,889.70	1,924.70	2,002.50	2,091.60	2,002.90	2,002.70	2,153.10	2,121.90	2,074.60	2,150.10	1,869.40	1,791.00	1,825.90	1,858.80	1,863.20	1,891.00	2,003.20	2,023.40	1,995.90	1,886.40	1,848.60	1,826.80	1,918.90	1,961.30	1,942.20	1,904.70	1,973.80	1,986.10	1,979.90	1,990.20	1,938.90	1,974.50	1,884.40	1,871.80	1,897.00	1,984.40	2,029.70	2,009.90	1,988.30	1,948.20	1,937.70	1,952.40	1,991.20	1,994.10	1,995.10	2,022.00	2,060.90	2,042.70	1,942.80	1,959.70	1,941.90	1,921.00	1,961.00	2,012.60	2,107.30	2,114.90	2,063.70	2,058.00	1,952.60	1,939.60	2,020.60	2,006.80	1,971.50	1,894.70	1,900.60	1,976.50	1,996.20	1,966.70	1,977.00	2,002.50	2,036.70	2,042.60	2,036.00	1,981.80	2,021.70	2,061.70	2,082.80	2,136.20	2,160.20	2,301.90	2,372.20	2,412.90	2,372.20	2,371.80	2,482.90	2,533.50	2,467.70	2,520.90	2,439.10	2,451.60	2,458.20	2,461.30	2,394.50	2,284.30	2,283.80	2,307.30	2,153.50	2,083.30	2,070.10	2,102.00	2,210.20	2,161.90	2,212.10	2,086.90	2,086.90	2,079.50		
부산	867.2	845.5	785.5	771.7	766.7	698.2	637.4	602.2	682.8	696.4	712.5	647.5	654.7	670.6	638.3	630.2	604.7	646.3	710.6	684.3	705.2	668.1	625.1	639.8	651.3	615.8	588.4	589.3	564.5	523	496.3	537.1	544.9	645.1	650.3	696.3	668.8	645.9	713.5	719.8	760.4	752	708.5	692.5	733	798.4	848.8	890.4	933.3	889.2	884	942.4	926.7	944.7	938.9	1,002.40	1,085.30	1,110.50	1,040.70	965.3	929.7	942.4	902.7	884.2	884.3	945.7	916.9	971.2	999	957.3	918.1	866.1	874.8	857.4	920.2	942.6	867.7	832.2	805.4	783.4	806.7	740.9	690.6	669.6	698.1	656.7	694.3	713.1	765.2	752.3	740.5	676.5	584.1	494.1	390.3	475.2	525.2	523	444.2	356.3	313.3	327.8	312.8	312.2	358.8	429.2	524.7	597.6	533	586.2	721.1	745.4	841.4	971.4	933.1	926.9	828.6	950.1	984.5	952.5	902.7	878.4	779.8	720.8	795.1	794.1	720.4	622.9	548.1	544.1	526.4	585	593.4	543.9	530.3	600.7	602.9	554.1	567.7	504	523.3	604.9	666	739	774.4	864.7	894	842.2	784.3	753.7	713.2	703	642.2	679.7	699.8	631	591.6	550.8	585.9	613.5	663.2	703.5	731.7	742.3	756.5	789.1	801.2	845.5	867.5	875.6	907.1	798.8	771.6	746.1	770.3	835.9	849.1	863.1	873.1	903.4	964.5	988.2	955.4	939	991.3	1,058.70	1,101.80	1,171.00	1,190.90	1,253.30	1,338.80	1,379.30	1,341.70	1,331.70	1,415.90	1,388.80	1,249.20	1,278.00	1,316.10	1,356.50	1,354.00	1,403.90	1,418.80	1,379.30	1,434.90	1,431.60	1,517.10	1,614.90	1,754.30	1,911.60	1,815.00	1,879.00	2,004.60	1,924.80	1,904.00	1,732.30	1,689.50	1,651.20	1,776.60	1,846.80	1,758.20	1,569.60	1,537.60	1,446.60	1,201.70	1,074.00	1,114.90	1,156.40	1,139.80	1,140.50	1,322.10	1,400.50	1,395.20	1,460.00	1,577.90	1,659.50	1,630.60	1,583.50	1,646.60	1,682.20	1,599.00	1,665.50	1,730.30	1,648.30	1,691.90	1,731.10	1,762.20	1,815.80	1,889.70	1,924.70	2,002.50	2,091.60	2,002.90	2,002.70	2,153.10	2,121.90	2,074.60	2,150.10	1,869.40	1,791.00	1,825.90	1,858.80	1,863.20	1,891.00	2,003.20	2,023.40	1,995.90	1,886.40	1,848.60	1,826.80	1,918.90	1,961.30	1,942.20	1,904.70	1,973.80	1,986.10	1,979.90	1,990.20	1,938.90	1,974.50	1,884.40	1,871.80	1,897.00	1,984.40	2,029.70	2,009.90	1,988.30	1,948.20	1,937.70	1,952.40	1,991.20	1,994.10	1,995.10	2,022.00	2,060.90	2,042.70	1,942.80	1,959.70	1,941.90	1,921.00	1,961.00	2,012.60	2,107.30	2,114.90	2,063.70	2,058.00	1,952.60	1,939.60	2,020.60	2,006.80	1,971.50	1,894.70	1,900.60	1,976.50	1,996.20	1,966.70	1,977.00	2,002.50	2,036.70	2,042.60	2,036.00	1,981.80	2,021.70	2,061.70	2,082.80	2,136.20	2,160.20	2,301.90	2,372.20	2,412.90	2,372.20	2,371.80	2,482.90	2,533.50	2,467.70	2,520.90	2,439.10	2,451.60	2,458.20	2,461.30	2,394.50	2,284.30	2,283.80	2,307.30	2,153.50	2,083.30	2,070.10	2,102.00	2,210.20	2,161.90	2,212.10	2,086.90	2,086.90	2,079.50		
