시도별(2)	1990. 01	1990. 02	1990. 03	1990. 04	1990. 05	1990. 06	1990. 07	1990. 08	1990. 09	1990. 10	1990. 11	1990. 12	1991. 01	1991. 02	1991. 03	1991. 04	1991. 05	1991. 06	1991. 07	1991. 08	1991. 09	1991. 10	1991. 11	1991. 12	1992. 01	1992. 02	1992. 03	1992. 04	1992. 05	1992. 06	1992. 07	1992. 08	1992. 09	1992. 10	1992. 11	1992. 12	1993. 01	1993. 02	1993. 03	1993. 04	1993. 05	1993. 06	1993. 07	1993. 08	1993. 09	1993. 10	1993. 11	1993. 12	1994. 01	1994. 02	1994. 03	1994. 04	1994. 05	1994. 06	1994. 07	1994. 08	1994. 09	1994. 10	1994. 11	1994. 12	1995. 01	1995. 02	1995. 03	1995. 04	1995. 05	1995. 06	1995. 07	1995. 08	1995. 09	1995. 10	1995. 11	1995. 12	1996. 01	1996. 02	1996. 03	1996. 04	1996. 05	1996. 06	1996. 07	1996. 08	1996. 09	1996. 10	1996. 11	1996. 12	1997. 01	1997. 02	1997. 03	1997. 04	1997. 05	1997. 06	1997. 07	1997. 08	1997. 09	1997. 10	1997. 11	1997. 12	1998. 01	1998. 02	1998. 03	1998. 04	1998. 05	1998. 06	1998. 07	1998. 08	1998. 09	1998. 10	1998. 11	1998. 12	1999. 01	1999. 02	1999. 03	1999. 04	1999. 05	1999. 06	1999. 07	1999. 08	1999. 09	1999. 10	1999. 11	1999. 12	2000. 01	2000. 02	2000. 03	2000. 04	2000. 05	2000. 06	2000. 07	2000. 08	2000. 09	2000. 10	2000. 11	2000. 12	2001. 01	2001. 02	2001. 03	2001. 04	2001. 05	2001. 06	2001. 07	2001. 08	2001. 09	2001. 10	2001. 11	2001. 12	2002. 01	2002. 02	2002. 03	2002. 04	2002. 05	2002. 06	2002. 07	2002. 08	2002. 09	2002. 10	2002. 11	2002. 12	2003. 01	2003. 02	2003. 03	2003. 04	2003. 05	2003. 06	2003. 07	2003. 08	2003. 09	2003. 10	2003. 11	2003. 12	2004. 01	2004. 02	2004. 03	2004. 04	2004. 05	2004. 06	2004. 07	2004. 08	2004. 09	2004. 10	2004. 11	2004. 12	2005. 01	2005. 02	2005. 03	2005. 04	2005. 05	2005. 06	2005. 07	2005. 08	2005. 09	2005. 10	2005. 11	2005. 12	2006. 01	2006. 02	2006. 03	2006. 04	2006. 05	2006. 06	2006. 07	2006. 08	2006. 09	2006. 10	2006. 11	2006. 12	2007. 01	2007. 02	2007. 03	2007. 04	2007. 05	2007. 06	2007. 07	2007. 08	2007. 09	2007. 10	2007. 11	2007. 12	2008. 01	2008. 02	2008. 03	2008. 04	2008. 05	2008. 06	2008. 07	2008. 08	2008. 09	2008. 10	2008. 11	2008. 12	2009. 01	2009. 02	2009. 03	2009. 04	2009. 05	2009. 06	2009. 07	2009. 08	2009. 09	2009. 10	2009. 11	2009. 12	2010. 01	2010. 02	2010. 03	2010. 04	2010. 05	2010. 06	2010. 07	2010. 08	2010. 09	2010. 10	2010. 11	2010. 12	2011. 01	2011. 02	2011. 03	2011. 04	2011. 05	2011. 06	2011. 07	2011. 08	2011. 09	2011. 10	2011. 11	2011. 12	2012. 01	2012. 02	2012. 03	2012. 04	2012. 05	2012. 06	2012. 07	2012. 08	2012. 09	2012. 10	2012. 11	2012. 12	2013. 01	2013. 02	2013. 03	2013. 04	2013. 05	2013. 06	2013. 07	2013. 08	2013. 09	2013. 10	2013. 11	2013. 12	2014. 01	2014. 02	2014. 03	2014. 04	2014. 05	2014. 06	2014. 07	2014. 08	2014. 09	2014. 10	2014. 11	2014. 12	2015. 01	2015. 02	2015. 03	2015. 04	2015. 05	2015. 06	2015. 07	2015. 08	2015. 09	2015. 10	2015. 11	2015. 12	2016. 01	2016. 02	2016. 03	2016. 04	2016. 05	2016. 06	2016. 07	2016. 08	2016. 09	2016. 10	2016. 11	2016. 12	2017. 01	2017. 02	2017. 03	2017. 04	2017. 05	2017. 06	2017. 07	2017. 08	2017. 09	2017. 10	2017. 11	2017. 12	2018. 01	2018. 02	2018. 03	2018. 04	2018. 05	2018. 06	2018. 07	2018. 08	2018. 09	2018. 10	2018. 11	2018. 12	2019. 01	2019. 02	2019. 03	2019. 04	2019. 05	2019. 06	2019. 07	2019. 08	2019. 09	2019. 10	2019. 11	2019. 12
소계	38.985	39.229	39.635	40.081	40.527	40.729	40.851	41.014	41.258	41.379	41.420	41.662	42.555	43.123	43.651	43.853	43.975	44.258	44.543	44.908	45.152	45.233	45.435	45.516	45.841	46.125	46.612	46.896	47.180	47.262	47.464	47.545	47.707	47.666	47.423	47.545	47.910	48.234	48.843	49.127	49.290	49.533	49.493	49.655	49.898	50.100	50.019	50.303	50.953	51.520	51.966	52.047	52.088	52.453	52.900	53.306	53.143	52.981	53.063	53.104	53.601	53.820	54.368	54.696	54.806	54.643	54.806	55.135	55.628	55.355	55.245	55.628	56.176	56.397	56.780	57.163	57.492	57.492	57.766	58.039	58.150	58.150	58.150	58.368	58.808	59.136	59.355	59.629	59.684	59.793	59.903	60.341	60.617	60.617	60.670	62.205	63.685	64.782	64.672	64.891	64.562	64.288	64.288	64.507	64.782	65.000	64.782	64.672	64.617	64.891	65.000	65.164	65.055	64.672	64.452	65.111	65.275	65.768	65.658	65.548	65.839	66.040	66.372	66.106	65.773	66.106	66.372	66.704	67.570	67.504	67.104	67.370	68.103	68.435	69.035	69.301	69.234	69.434	69.567	69.833	69.767	69.767	69.368	69.501	69.900	70.233	70.632	71.032	71.298	71.231	71.032	71.498	71.898	71.697	71.764	72.096	72.564	72.962	73.828	73.695	73.562	73.362	73.296	73.628	74.294	74.360	74.227	74.561	75.027	75.359	76.091	76.091	76.025	76.025	76.491	77.156	77.156	77.156	76.691	76.824	77.580	77.895	78.365	78.444	78.365	78.129	78.444	78.679	79.071	78.914	78.600	78.836	79.306	79.464	79.934	80.013	80.169	80.013	80.326	80.797	81.032	80.640	80.248	80.483	80.640	81.189	81.660	81.973	82.052	82.052	82.366	82.444	82.915	83.072	83.072	83.386	83.777	84.092	84.876	85.347	86.052	86.601	87.229	87.072	87.151	87.072	86.837	86.837	86.916	87.543	88.170	88.405	88.405	88.327	88.641	88.955	89.034	88.798	88.955	89.269	89.974	90.156	90.338	90.702	90.793	90.702	90.884	91.340	92.068	92.068	91.613	91.977	93.070	93.707	94.072	94.163	94.345	94.527	94.982	95.620	95.529	95.347	95.438	95.802	96.184	96.549	96.576	96.567	96.740	96.603	96.385	96.831	97.523	97.341	96.995	97.168	97.751	98.078	97.987	97.851	97.851	97.732	97.942	98.288	98.479	98.179	98.160	98.279	98.807	99.071	99.253	99.317	99.481	99.353	99.499	99.672	99.608	99.308	99.108	99.098	99.77	99.71	99.72	99.75	100.03	100.05	100.23	100.37	100.11	100.11	99.92	100.22	100.39	100.82	100.56	100.75	100.81	100.79	100.60	100.86	101.46	101.60	101.45	101.56	102.64	102.92	102.85	102.72	102.83	102.61	102.78	103.37	103.49	103.39	102.62	102.99	103.42	104.21	104.10	104.29	104.34	104.13	103.93	104.85	105.65	105.46	104.71	104.35	104.24	104.69	104.49	104.87	105.05	104.88	104.56	104.81	105.20	105.46	104.87	105.12
서울특별시	38.763	38.965	39.411	39.896	40.341	40.624	40.826	40.948	41.231	41.312	41.473	41.757	42.727	43.132	43.617	43.860	43.982	44.306	44.710	45.114	45.195	45.277	45.479	45.439	45.722	45.964	46.410	46.652	46.936	47.017	47.179	47.340	47.462	47.381	47.381	47.502	47.826	48.149	48.716	49.040	49.202	49.445	49.485	49.525	49.727	49.890	49.768	50.092	50.699	51.347	51.710	51.751	51.832	52.156	52.641	53.046	52.885	52.762	52.885	52.803	53.039	53.310	53.853	54.178	54.232	54.015	54.287	54.558	54.992	54.720	54.667	54.937	55.262	55.425	55.805	56.130	56.510	56.619	56.890	57.052	57.107	57.160	57.107	57.269	57.540	57.866	58.138	58.354	58.570	58.733	58.843	59.222	59.493	59.547	59.656	60.957	62.421	63.289	63.289	63.506	63.289	63.126	63.126	63.343	63.561	63.723	63.561	63.398	63.343	63.561	63.723	63.831	63.669	63.343	63.181	63.886	63.994	64.537	64.483	64.374	64.716	64.978	65.240	64.978	64.716	65.109	65.305	65.566	66.287	66.221	66.025	66.221	66.940	67.203	67.857	68.184	68.184	68.446	68.512	68.839	68.839	68.969	68.642	68.839	69.231	69.492	69.951	70.343	70.671	70.605	70.409	70.802	71.194	71.064	71.194	71.522	71.849	72.242	73.157	73.157	73.157	73.027	72.895	73.223	73.877	73.943	73.943	74.269	74.728	75.055	75.775	75.709	75.775	75.775	76.233	76.821	76.887	77.019	76.560	76.626	77.362	77.675	78.065	78.065	77.987	77.752	78.065	78.221	78.533	78.456	78.221	78.456	78.846	79.080	79.392	79.548	79.626	79.471	79.704	80.173	80.329	80.094	79.861	80.094	80.251	80.719	81.188	81.578	81.656	81.656	81.890	81.968	82.436	82.515	82.593	82.827	83.295	83.530	84.076	84.466	85.013	85.403	85.949	85.872	86.106	86.184	86.028	86.184	86.418	86.808	87.355	87.589	87.589	87.589	87.901	88.135	88.214	88.057	88.135	88.447	88.974	89.154	89.515	89.875	89.875	89.695	89.965	90.416	91.227	91.227	90.777	91.047	92.039	92.580	92.940	93.030	93.211	93.391	93.842	94.473	94.382	94.292	94.292	94.563	95.086	95.482	95.608	95.644	95.744	95.644	95.590	96.158	96.807	96.564	96.185	96.384	96.907	97.177	97.087	97.069	97.069	96.925	97.114	97.465	97.691	97.438	97.429	97.574	98.114	98.313	98.538	98.727	98.881	98.782	98.989	99.232	99.133	98.845	98.727	98.845	99.49	99.56	99.47	99.63	99.82	99.83	100.26	100.51	100.36	100.33	100.18	100.55	100.63	101.03	100.71	100.88	100.92	100.87	100.76	101.15	101.72	101.86	101.73	101.89	102.77	103.00	103.07	102.98	103.12	102.97	103.28	103.89	103.78	103.52	102.86	103.16	103.57	104.32	104.31	104.55	104.56	104.19	104.15	105.04	105.70	105.33	104.77	104.49	104.54	105.07	104.86	105.26	105.31	105.17	104.91	105.21	105.57	105.80	105.24	105.44
부산광역시	37.898	38.210	38.446	38.875	39.188	39.227	39.149	39.345	39.853	39.774	39.580	39.736	40.948	41.535	42.082	42.278	42.474	43.021	43.099	43.451	43.999	43.881	43.921	44.194	44.586	44.938	45.447	45.603	46.033	46.306	46.345	46.541	46.814	46.658	46.268	46.228	46.658	46.932	47.440	47.519	47.636	47.910	47.910	48.144	48.536	48.809	48.770	49.044	49.866	50.335	50.725	50.725	50.765	51.313	51.703	51.978	51.978	51.860	51.938	51.860	52.412	52.464	53.054	53.321	53.482	53.427	53.375	53.856	54.338	54.124	54.071	54.498	55.088	55.409	55.730	55.998	56.372	56.372	56.748	56.694	56.961	56.961	57.122	57.282	57.764	58.193	58.514	58.943	58.835	59.050	59.263	59.852	60.173	59.959	59.959	61.565	62.957	64.295	64.082	64.349	63.868	63.600	63.547	63.921	64.242	64.563	64.295	64.295	64.349	64.617	64.725	64.885	64.831	64.457	64.295	64.725	65.045	65.634	65.312	65.259	65.609	65.742	66.006	65.742	65.279	65.675	66.006	66.271	67.197	67.064	66.403	66.733	67.593	68.057	68.585	68.784	68.784	69.048	69.247	69.577	69.445	69.379	68.850	69.048	69.379	69.908	70.106	70.372	70.569	70.569	70.569	71.032	71.496	71.032	71.032	71.496	72.223	72.553	73.480	73.083	72.950	72.818	72.686	73.017	73.810	73.876	73.744	73.744	74.075	74.405	75.199	75.067	75.001	75.001	75.398	76.125	76.258	76.258	75.794	75.927	76.695	77.005	77.547	77.547	77.470	77.005	77.470	77.702	78.167	77.857	77.393	77.702	78.322	78.399	78.710	78.787	79.097	78.864	79.329	79.872	80.104	79.717	79.329	79.562	79.717	80.181	80.568	80.801	80.879	80.956	81.343	81.343	81.808	81.963	81.808	82.041	82.428	82.970	83.590	84.132	84.829	85.449	86.069	86.147	86.069	86.069	85.836	85.914	85.992	86.611	87.231	87.464	87.464	87.309	87.773	88.083	88.083	87.929	88.160	88.393	89.047	89.318	89.589	89.859	89.949	89.769	90.040	90.491	91.122	91.393	90.852	91.393	92.566	93.288	93.558	93.829	93.919	94.009	94.460	95.182	95.002	94.912	95.002	95.363	95.696	96.202	96.265	96.319	96.527	96.310	96.084	96.481	97.248	97.149	96.869	97.014	97.717	98.051	97.997	97.735	97.735	97.546	97.708	98.078	98.349	98.060	98.042	98.232	98.818	99.116	99.260	99.197	99.269	99.107	99.179	99.459	99.468	99.170	99.026	98.944	99.92	99.82	99.86	99.90	100.09	100.10	100.11	100.21	99.95	100.08	99.81	100.14	100.34	101.12	100.86	101.09	101.16	101.04	100.73	101.01	101.63	101.82	101.61	101.78	102.64	102.92	102.85	102.76	103.00	102.59	102.69	103.21	103.57	103.69	102.84	103.08	103.58	104.43	104.46	104.76	104.59	104.43	104.13	104.98	105.96	106.15	105.15	104.79	104.89	105.26	105.08	105.38	105.36	105.29	105.02	105.15	105.76	105.70	105.21	105.39
대구광역시	39.453	39.783	40.196	40.774	41.436	41.476	41.601	41.849	42.139	42.261	42.261	42.509	43.253	43.956	44.617	44.824	44.988	45.153	45.360	45.649	46.062	46.062	46.268	46.310	46.723	46.972	47.509	47.756	48.045	48.045	48.377	48.582	48.747	48.747	48.582	48.623	49.036	49.367	50.194	50.524	50.607	50.731	50.772	51.020	51.350	51.433	51.309	51.639	52.424	52.961	53.540	53.416	53.333	53.540	54.077	54.655	54.366	54.325	54.283	54.407	55.049	55.331	56.064	56.402	56.345	56.175	56.345	56.627	57.190	56.796	56.627	57.190	57.753	58.036	58.374	58.880	58.880	58.880	59.219	59.613	59.839	59.783	59.783	59.951	60.572	60.741	61.022	61.305	61.079	61.360	61.472	61.754	62.092	62.092	62.035	63.839	65.248	66.488	66.150	66.150	65.811	65.643	65.530	65.981	66.150	66.319	65.868	65.811	65.643	65.924	66.036	66.206	65.981	65.530	65.418	65.924	66.206	66.713	66.431	66.206	66.585	66.720	67.057	66.855	66.787	67.057	67.258	67.596	68.472	68.337	67.933	68.135	68.877	69.214	69.685	69.954	69.888	70.090	70.359	70.494	70.426	70.292	69.954	69.954	70.292	70.696	71.032	71.370	71.573	71.504	71.370	71.842	72.314	72.246	72.314	72.853	73.325	73.595	74.200	73.998	73.864	73.526	73.595	73.931	74.538	74.470	74.200	74.538	75.077	75.347	76.020	75.953	75.818	75.818	76.155	76.897	76.897	76.964	76.492	76.492	77.105	77.496	77.887	78.120	78.043	77.730	78.120	78.355	78.824	78.746	78.433	78.590	78.980	79.136	79.605	79.762	79.839	79.683	79.995	80.620	80.777	80.308	79.918	80.230	80.308	80.855	81.323	81.558	81.636	81.558	81.870	82.027	82.495	82.574	82.495	82.808	83.198	83.667	84.370	85.074	85.777	86.480	87.182	87.105	86.792	86.636	86.245	86.167	86.167	86.870	87.495	87.729	87.729	87.651	87.964	88.198	88.354	88.042	88.198	88.510	89.050	89.321	89.591	89.862	90.042	89.862	90.042	90.403	91.215	91.396	90.764	91.125	92.118	92.839	93.471	93.381	93.561	93.651	94.283	95.005	94.914	94.644	94.734	95.005	95.348	95.636	95.961	96.169	96.412	96.268	96.024	96.358	96.990	96.854	96.502	96.692	97.450	97.765	97.829	97.675	97.675	97.522	97.639	98.081	98.262	98.108	98.099	98.199	98.677	98.993	99.200	99.200	99.444	99.335	99.516	99.678	99.633	99.344	99.101	99.038	99.88	99.75	99.73	99.73	100.12	100.17	100.22	100.38	100.08	100.00	99.78	100.16	100.27	100.68	100.55	100.78	100.80	100.84	100.64	100.86	101.60	101.79	101.56	101.67	102.83	103.24	103.05	102.82	102.82	102.59	102.69	103.37	103.64	103.60	102.82	103.29	103.78	104.62	104.39	104.61	104.60	104.39	104.24	105.36	106.07	106.09	105.24	104.82	104.61	105.12	104.94	105.64	105.88	105.76	105.35	105.63	106.05	106.32	105.58	105.75
인천광역시	39.238	39.564	39.931	40.339	40.747	40.910	41.114	41.359	41.399	41.522	41.522	41.808	42.541	43.276	43.725	43.806	43.684	43.888	44.173	44.540	44.906	44.989	45.152	45.397	45.723	46.050	46.661	47.028	47.273	47.273	47.478	47.641	47.885	47.763	47.395	47.478	48.047	48.211	48.905	49.149	49.434	49.761	49.680	49.884	49.965	50.209	49.924	50.209	50.659	51.271	51.719	51.800	51.883	52.331	52.861	53.473	53.187	53.064	52.983	53.269	53.755	53.975	54.636	54.967	54.967	54.802	55.022	55.518	55.904	55.793	55.682	55.959	56.510	56.784	57.391	57.666	57.941	57.886	58.106	58.547	58.768	58.768	58.768	59.042	59.484	59.814	59.924	60.199	60.199	60.254	60.420	60.805	61.025	60.971	61.025	62.402	63.669	65.047	64.825	65.102	64.825	64.385	64.275	64.550	64.881	65.102	64.881	64.881	64.825	65.102	65.211	65.431	65.321	64.881	64.605	65.541	65.321	65.872	65.707	65.652	66.015	66.150	66.820	66.619	66.283	66.619	66.685	67.424	68.430	68.161	67.827	68.161	68.900	69.236	69.772	70.041	69.906	70.175	70.241	70.711	70.511	70.443	70.108	70.241	70.511	70.845	71.180	71.583	72.053	71.920	71.583	72.187	72.657	72.321	72.389	72.724	73.194	73.462	74.401	74.267	73.998	73.797	73.730	73.931	74.603	74.804	74.536	74.871	75.408	75.608	76.615	76.547	76.480	76.414	76.883	77.420	77.487	77.420	77.085	77.152	77.953	78.190	78.740	78.661	78.583	78.268	78.583	78.819	79.291	78.976	78.661	79.212	79.684	79.762	80.392	80.549	80.549	80.392	80.628	81.179	81.414	80.863	80.392	80.706	80.863	81.335	81.729	82.043	82.201	82.280	82.437	82.594	83.223	83.302	83.381	83.617	84.089	84.325	85.347	85.977	86.527	87.078	87.707	87.550	87.628	87.393	87.078	86.999	87.235	87.786	88.573	88.808	88.651	88.651	89.044	89.359	89.281	89.123	89.281	89.595	90.319	90.593	90.777	91.235	91.326	91.235	91.509	91.876	92.700	92.792	92.242	92.517	93.433	93.983	94.166	94.074	94.257	94.532	94.990	95.631	95.357	95.173	95.357	95.723	96.218	96.529	96.410	96.126	96.300	96.337	96.273	96.612	97.207	97.179	96.905	97.124	97.500	97.802	97.628	97.463	97.482	97.445	97.454	97.775	97.986	97.711	97.738	97.793	98.462	98.737	98.957	98.947	99.231	99.085	99.140	99.360	99.286	99.112	98.938	98.966	99.71	99.80	99.83	99.79	100.00	100.03	100.22	100.34	100.11	100.12	99.86	100.17	100.45	100.78	100.49	100.69	100.63	100.65	100.44	100.68	101.21	101.40	101.36	101.47	102.52	102.75	102.65	102.49	102.62	102.49	102.56	103.11	103.29	103.23	102.54	102.94	103.47	104.27	104.08	104.25	104.34	104.23	103.90	104.68	105.51	105.31	104.71	104.41	104.16	104.55	104.36	104.70	104.83	104.64	104.45	104.64	105.09	105.27	104.76	105.03
광주광역시	39.112	39.395	39.721	40.126	40.613	40.937	40.937	41.059	41.100	41.302	41.302	41.222	41.993	42.804	43.413	43.818	44.062	44.305	44.427	44.710	44.954	45.157	45.197	45.075	45.441	45.887	46.294	46.577	46.942	47.145	47.308	47.145	47.267	47.388	47.023	47.105	47.348	47.754	48.403	48.647	48.931	49.134	49.052	49.336	49.945	50.026	50.229	50.148	50.715	51.283	51.851	51.974	51.892	52.379	52.662	53.393	53.028	52.704	52.988	52.825	53.493	53.712	54.149	54.531	54.696	54.586	54.860	54.913	55.133	55.023	55.023	55.406	56.062	56.225	56.662	57.373	57.809	57.647	57.919	58.084	58.356	58.356	58.466	58.848	59.340	59.722	59.778	60.160	60.050	60.105	60.214	60.651	61.089	60.924	61.034	62.728	64.257	65.241	65.405	65.842	65.460	65.241	65.132	65.515	65.569	65.678	65.569	65.624	65.624	65.788	65.842	66.170	65.788	65.515	65.296	65.569	65.733	66.225	66.061	65.788	66.178	66.446	66.849	66.781	66.312	66.715	66.916	67.453	68.191	68.191	67.654	67.721	68.661	68.929	69.399	69.600	69.534	69.735	69.667	70.137	70.004	70.071	69.534	69.667	70.071	70.607	70.675	71.077	71.279	71.144	70.875	71.211	71.614	71.614	71.346	71.614	72.218	72.822	73.695	73.493	73.158	73.023	73.023	73.427	73.896	74.030	73.896	74.499	74.970	75.373	76.312	76.379	76.379	76.246	76.648	77.654	77.654	77.386	76.716	76.782	77.685	78.001	78.553	78.711	78.711	78.553	79.105	79.342	79.736	79.657	79.105	79.263	79.815	79.815	80.130	80.288	80.603	80.524	80.840	81.392	81.628	81.077	80.524	80.998	81.077	81.628	82.181	82.338	82.338	82.418	82.812	82.891	83.679	83.758	83.837	83.916	84.389	84.783	85.493	85.967	86.755	87.386	88.017	87.859	87.702	87.544	87.071	86.992	87.228	87.938	88.490	88.806	88.806	88.727	89.200	89.437	89.594	89.200	89.279	89.516	90.187	90.461	90.827	91.102	91.193	91.193	91.468	91.833	92.565	92.657	91.833	92.291	93.480	94.212	94.486	94.577	94.760	94.943	95.401	96.132	96.224	96.041	95.950	96.132	96.544	96.764	96.800	96.782	96.855	96.654	96.398	96.837	97.642	97.340	96.992	97.148	97.751	98.008	97.962	97.916	97.889	97.761	97.998	98.483	98.694	98.355	98.410	98.547	99.087	99.416	99.791	99.873	99.965	99.855	99.974	100.075	100.084	99.663	99.434	99.453	100.08	99.92	99.83	99.77	100.14	100.19	100.12	100.17	99.83	100.12	99.79	100.05	100.11	100.59	100.41	100.58	100.69	100.75	100.59	100.87	101.55	101.71	101.51	101.65	102.77	103.22	103.00	102.79	102.95	102.79	102.78	103.35	103.48	103.48	102.77	102.96	103.33	104.10	103.82	104.07	104.21	104.12	103.86	104.43	105.33	105.22	104.37	104.00	103.87	104.22	104.01	104.42	104.75	104.47	104.13	104.36	104.81	105.15	104.65	104.78
대전광역시	38.314	38.670	39.028	39.464	39.820	39.820	39.782	39.939	40.058	40.177	40.138	40.216	41.167	41.841	42.435	42.595	42.595	42.871	43.030	43.425	43.585	43.664	44.020	44.299	44.773	45.129	45.605	45.684	46.120	46.199	46.279	46.596	46.873	46.557	46.358	46.675	47.270	47.666	48.300	48.498	48.894	49.053	49.132	49.330	49.726	49.924	49.924	50.400	51.508	52.142	52.817	52.579	52.697	52.936	53.331	53.688	53.253	53.371	53.570	53.728	54.499	54.834	55.450	55.785	55.954	55.841	55.897	56.289	57.352	56.624	56.345	56.569	57.240	57.576	58.024	58.360	58.584	58.751	59.143	59.366	59.311	59.311	59.255	59.366	59.982	60.206	60.541	60.766	60.821	60.821	61.045	61.661	61.828	61.828	61.940	63.786	65.578	66.473	66.137	66.641	66.192	65.521	65.521	65.464	65.633	65.913	65.633	65.633	65.633	66.080	66.137	66.080	66.137	65.689	65.297	66.137	66.417	66.920	66.808	66.641	66.917	66.917	67.459	67.121	66.782	67.188	67.324	67.932	68.744	68.812	68.270	68.541	69.150	69.488	70.232	70.435	70.300	70.435	70.503	70.842	70.774	70.639	70.098	70.165	70.503	70.842	71.248	71.653	72.059	71.924	71.721	72.127	72.804	72.466	72.533	72.939	73.277	73.548	74.428	74.225	74.021	73.683	73.683	74.089	74.564	74.834	74.698	74.969	75.442	75.780	76.660	76.660	76.729	76.729	77.201	78.014	78.081	77.879	77.404	77.404	78.298	78.456	78.932	79.169	79.090	78.853	79.407	79.486	79.883	79.883	79.566	79.962	80.358	80.437	80.913	81.071	81.229	81.071	81.388	82.022	82.101	81.626	81.388	81.626	81.705	82.181	82.657	82.894	83.053	83.053	83.607	83.607	83.924	84.083	84.004	84.400	84.717	85.113	85.826	86.460	87.332	88.045	88.600	88.362	88.204	88.045	87.808	87.728	87.491	88.204	88.996	89.155	89.075	89.075	89.472	89.630	89.709	89.472	89.709	90.026	90.707	90.799	90.983	91.534	91.626	91.534	91.718	92.270	92.913	93.005	92.637	93.005	94.108	94.935	95.486	95.578	95.578	95.578	96.313	96.957	96.865	96.681	96.865	97.232	97.802	98.004	97.894	97.774	97.921	97.719	97.490	97.830	98.482	98.289	97.903	98.050	98.767	98.932	98.859	98.666	98.730	98.693	98.951	99.272	99.245	98.942	98.831	98.859	99.355	99.723	99.888	99.851	100.155	100.063	100.017	100.035	99.980	99.732	99.429	99.392	99.80	99.70	99.71	99.63	99.95	100.05	100.24	100.40	100.17	100.04	99.99	100.31	100.42	100.77	100.41	100.50	100.63	100.57	100.28	100.44	100.90	101.11	101.03	101.07	102.11	102.40	102.28	102.23	102.31	102.08	102.22	102.65	102.90	102.78	101.93	102.28	102.81	103.65	103.62	103.85	103.90	103.64	103.34	104.29	105.04	104.96	104.15	103.96	103.80	104.19	103.85	104.20	104.42	104.19	103.84	104.06	104.34	104.61	104.03	104.32
울산광역시	40.261	40.595	40.761	41.095	41.719	41.845	41.970	42.054	42.303	42.387	42.470	42.720	43.679	44.179	44.638	44.721	44.680	45.013	45.346	45.595	45.805	45.805	46.054	46.221	46.389	46.721	47.221	47.472	47.514	47.680	47.889	47.430	47.555	47.430	46.930	47.014	47.180	47.389	47.930	48.264	48.597	48.764	48.764	48.889	48.930	49.013	48.972	49.138	49.514	50.055	50.306	50.723	50.973	51.348	51.639	51.723	51.765	51.473	51.348	51.390	52.307	52.629	53.057	53.486	53.861	53.540	53.540	53.861	54.128	53.968	53.861	54.343	54.931	55.413	55.574	56.003	56.378	56.483	56.858	57.020	57.233	57.180	57.127	57.394	57.823	58.091	58.197	58.465	58.251	58.358	58.572	59.053	59.537	59.429	59.750	61.035	63.017	64.033	64.194	64.354	64.140	63.980	63.765	63.712	63.926	64.408	64.194	64.140	63.980	64.408	64.408	64.675	64.622	64.301	64.033	64.675	65.104	65.692	65.265	65.050	65.283	65.744	65.875	65.415	65.019	65.349	65.613	66.073	66.929	66.666	66.139	66.403	67.392	67.787	68.182	68.445	68.511	68.709	68.774	69.038	68.971	68.906	68.445	68.642	68.840	69.366	69.697	69.960	70.355	70.224	69.960	70.619	71.278	70.883	70.883	71.015	71.475	71.936	72.858	72.463	72.331	72.265	72.265	72.793	73.320	73.452	73.122	73.517	73.913	74.506	75.230	75.164	75.099	75.164	75.559	76.285	76.285	76.350	75.691	75.823	76.661	76.972	77.672	77.672	77.595	77.439	77.672	77.906	78.449	78.294	78.061	78.449	78.760	78.839	79.460	79.538	79.849	79.616	80.005	80.627	80.938	80.471	80.005	80.316	80.393	80.938	81.482	81.715	81.871	81.871	82.260	82.415	83.037	83.114	83.193	83.425	83.892	84.203	85.136	85.603	86.457	87.080	87.702	87.624	87.547	87.547	87.158	87.080	86.925	87.779	88.169	88.324	88.324	88.246	88.712	89.023	88.946	88.712	88.946	89.023	89.943	90.125	90.673	90.946	91.038	90.946	91.129	91.585	92.223	92.223	91.859	92.132	93.136	93.683	94.230	94.230	94.595	94.686	95.234	95.599	95.507	95.599	95.872	96.055	96.410	96.602	96.675	96.675	96.867	96.794	96.593	97.049	97.542	97.432	97.076	97.140	98.162	98.372	98.372	98.198	98.189	98.116	98.281	98.700	98.855	98.445	98.408	98.399	99.056	99.348	99.366	99.539	99.649	99.658	99.758	99.904	99.904	99.594	99.485	99.257	99.85	99.78	99.84	99.88	100.09	100.15	100.13	100.36	100.04	99.95	99.77	100.15	100.47	100.77	100.48	100.65	100.74	100.68	100.59	100.90	101.50	101.88	101.58	101.64	102.60	102.93	102.83	102.83	102.93	102.68	102.67	103.09	103.39	103.23	102.43	102.73	103.13	103.90	103.62	104.09	104.01	103.73	103.43	104.24	104.90	104.74	103.81	103.45	103.37	103.51	103.38	103.74	103.74	103.52	103.25	103.46	103.89	104.09	103.42	103.68
