Date Time,Stock,Exchange,MG,MM,JS,JSratio,Permits,Starts,Completed,Unsold,Interest,JW,Reg
2006. 03,1415.9,975.9,79.605,68.5,61.4,,590.0,,,,3.98,,DG
2006. 04,1388.8,945.7,79.762,68.7,61.7,,3137.0,,,,3.97,,DG
2006. 05,1249.2,947.4,79.839,69.0,61.7,,1114.0,,,,3.96,,DG
2006. 06,1278.0,960.3,79.683,68.9,61.6,,2642.0,,,,4.16,,DG
2006. 07,1316.1,953.1,79.995,68.8,61.4,,4751.0,,,,4.21,,DG
2006. 08,1356.5,959.6,80.62,68.6,61.0,,56.0,,,,4.42,,DG
2006. 09,1354.0,945.2,80.777,68.5,61.2,,3137.0,,,,4.48,,DG
2006. 10,1403.9,944.2,80.308,68.5,61.3,,2451.0,,,,4.48,,DG
2006. 11,1418.8,929.9,79.918,68.5,61.4,,2366.0,,,,4.47,,DG
2006. 12,1379.3,929.6,80.23,68.5,61.6,,5604.0,,,,4.49,,DG
2007. 01,1434.9,940.9,80.308,68.5,61.7,,818.0,,,9467.0,4.63,,DG
2007. 02,1431.6,938.3,80.855,68.3,61.6,,2731.0,,,9134.0,4.6,,DG
2007. 03,1517.1,940.3,81.32300000000001,68.2,61.4,,1047.0,,,9189.0,4.6,,DG
2007. 04,1614.9,929.4,81.558,67.9,61.1,,514.0,,,9009.0,4.68,,DG
2007. 05,1754.3,929.9,81.63600000000001,67.7,60.8,,575.0,,,10888.0,4.62,,DG
2007. 06,1911.6,926.8,81.558,67.5,60.2,,887.0,,,12489.0,4.54,,DG
2007. 07,1815.0,923.2,81.87,67.2,59.8,,439.0,,,12179.0,4.67,,DG
2007. 08,1879.0,939.9,82.027,67.1,59.7,,754.0,,,12075.0,4.91,,DG
2007. 09,2004.6,920.7,82.495,67.0,59.7,,2305.0,,,11944.0,4.97,,DG
2007. 10,1924.8,907.4,82.574,66.9,59.9,,75.0,,,11879.0,5.0,,DG
2007. 11,1904.0,929.6,82.495,66.7,59.9,,3069.0,,,12212.0,5.0,,DG
2007. 12,1732.3,938.2,82.80799999999999,66.5,59.9,,4960.0,,,12199.0,4.99,,DG
2008. 01,1689.5,943.9,83.198,66.4,59.7,,97.0,,,13434.0,4.99,,DG
2008. 02,1651.2,937.3,83.667,66.3,59.6,,98.0,,,15638.0,4.97,,DG
2008. 03,1776.6,991.7,84.37,66.2,59.7,,98.0,,,15557.0,4.97,,DG
2008. 04,1846.8,999.7,85.074,66.0,59.5,,1534.0,,,15873.0,4.99,,DG
2008. 05,1758.2,1031.4,85.777,65.9,59.4,,57.0,,,16590.0,4.99,,DG
2008. 06,1569.6,1043.4,86.48,65.7,59.3,,3303.0,,,20535.0,4.93,,DG
2008. 07,1537.6,1008.5,87.182,65.7,59.4,,762.0,,,21378.0,4.98,,DG
2008. 08,1446.6,1081.8,87.105,65.6,59.4,,1097.0,,,21410.0,5.21,,DG
2008. 09,1201.7,1187.7,86.792,65.4,59.3,,703.0,,,21403.0,5.21,,DG
2008. 10,1074.0,1291.4,86.63600000000001,65.2,59.2,,74.0,,,21246.0,4.89,,DG
2008. 11,1114.9,1482.7,86.245,64.9,58.9,,56.0,,,21324.0,4.0,,DG
2008. 12,1156.4,1257.5,86.167,64.3,57.7,,8116.0,,,21379.0,3.27,,DG
2009. 01,1139.8,1368.5,86.167,63.6,56.7,66.8,25.0,,,21560.0,2.43,,DG
2009. 02,1140.5,1516.4,86.87,63.0,55.7,66.3,38.0,,,21380.0,2.06,,DG
2009. 03,1322.1,1377.1,87.495,62.7,55.3,66.3,57.0,,,20402.0,1.77,,DG
2009. 04,1400.5,1348.0,87.729,62.5,55.1,66.1,700.0,,,20691.0,1.79,,DG
2009. 05,1395.2,1272.9,87.729,62.5,55.1,66.0,76.0,,,19851.0,1.91,,DG
2009. 06,1460.0,1284.7,87.65100000000001,62.4,55.0,66.0,60.0,,,19257.0,1.93,,DG
2009. 07,1577.9,1240.5,87.964,62.5,55.2,66.1,1189.0,,,18473.0,1.94,,DG
2009. 08,1659.5,1244.9,88.198,62.5,55.4,66.3,78.0,,,17920.0,1.98,,DG
2009. 09,1630.6,1188.7,88.354,62.8,55.9,66.8,124.0,,,17043.0,1.98,,DG
2009. 10,1583.5,1200.6,88.042,63.0,56.4,67.1,132.0,,,16467.0,2.0,,DG
2009. 11,1646.6,1167.4,88.198,63.2,56.7,67.4,116.0,,,16119.0,2.0,,DG
2009. 12,1682.2,1167.6,88.51,63.4,57.0,67.5,4050.0,,,16009.0,2.0,,DG
2010. 01,1599.0,1156.5,89.05,63.5,57.1,67.5,312.0,,,15875.0,2.0,,DG
2010. 02,1665.5,1158.4,89.321,63.6,57.6,68.0,65.0,,,16053.0,2.0,,DG
2010. 03,1730.3,1130.8,89.59100000000001,63.6,57.9,68.3,89.0,,,16002.0,2.01,,DG
2010. 04,1648.3,1115.5,89.86200000000001,63.7,58.1,68.5,130.0,,,16467.0,2.0,,DG
2010. 05,1691.9,1200.2,90.042,63.8,58.3,68.6,137.0,,,16303.0,2.01,,DG
2010. 06,1731.1,1210.3,89.86200000000001,63.8,58.4,68.8,110.0,,,16389.0,2.0,,DG
2010. 07,1762.2,1187.2,90.042,63.8,58.5,69.0,233.0,,642.0,16325.0,2.2,,DG
2010. 08,1815.8,1189.1,90.40299999999999,63.8,58.8,69.2,616.0,,2382.0,16066.0,2.27,,DG
2010. 09,1889.7,1142.0,91.215,64.0,59.1,69.5,236.0,,1177.0,14743.0,2.27,,DG
2010. 10,1924.7,1126.6,91.396,64.1,59.5,69.8,174.0,,95.0,15304.0,2.26,,DG
2010. 11,2002.5,1157.3,90.764,64.5,60.2,70.3,556.0,,611.0,14505.0,2.37,,DG
2010. 12,2091.6,1138.9,91.125,64.7,60.6,70.6,2066.0,,553.0,13163.0,2.5,,DG
2011. 01,2002.9,1114.3,92.118,65.0,61.0,70.8,148.0,77.0,118.0,12380.0,2.66,7.6,DG
2011. 02,2002.7,1127.9,92.839,65.8,62.1,71.3,109.0,96.0,2316.0,11929.0,2.75,7.6,DG
2011. 03,2153.1,1107.2,93.471,66.7,63.2,71.6,202.0,159.0,1276.0,11325.0,2.92,7.6,DG
2011. 04,2121.9,1072.3,93.381,67.9,64.5,72.0,1011.0,1250.0,79.0,10561.0,3.01,7.6,DG
2011. 05,2074.6,1080.6,93.561,68.2,64.9,72.2,374.0,943.0,766.0,9916.0,3.02,7.6,DG
2011. 06,2150.1,1078.1,93.65100000000001,68.9,65.5,71.0,1063.0,361.0,122.0,11577.0,3.2,7.6,DG
2011. 07,1869.4,1052.6,94.28299999999999,69.6,66.1,71.1,387.0,404.0,228.0,10828.0,3.26,7.5,DG
2011. 08,1791.0,1071.7,95.005,70.4,66.9,71.2,299.0,178.0,965.0,10152.0,3.25,7.4,DG
2011. 09,1825.9,1179.5,94.914,71.4,68.0,71.5,2331.0,137.0,350.0,9861.0,3.25,7.4,DG
2011. 10,1858.8,1104.5,94.64399999999999,72.1,68.8,71.6,318.0,1848.0,184.0,9295.0,3.24,7.3,DG
2011. 11,1863.2,1150.3,94.734,73.2,70.2,72.0,488.0,146.0,181.0,9384.0,3.26,7.2,DG
2011. 12,1891.0,1153.3,95.005,73.6,70.7,72.2,5732.0,436.0,1976.0,8672.0,3.26,7.1,DG
2012. 01,2003.2,1125.0,95.348,75.2,72.3,72.6,689.0,112.0,156.0,7477.0,3.26,7.1,DG
2012. 02,2023.4,1126.5,95.63600000000001,75.6,72.8,72.5,857.0,273.0,1793.0,6807.0,3.25,7.0,DG
2012. 03,1995.9,1137.8,95.961,76.1,73.2,72.5,158.0,347.0,127.0,6104.0,3.25,6.9,DG
2012. 04,1886.4,1134.2,96.169,76.6,73.7,72.5,297.0,463.0,123.0,5895.0,3.25,6.8,DG
2012. 05,1848.6,1177.8,96.412,76.8,74.1,72.7,1074.0,961.0,224.0,5721.0,3.26,6.8,DG
2012. 06,1826.8,1153.8,96.26799999999999,76.9,74.3,72.6,763.0,594.0,142.0,5564.0,3.26,6.8,DG
2012. 07,1918.9,1136.2,96.024,77.0,74.4,72.7,975.0,145.0,215.0,5289.0,3.09,6.7,DG
2012. 08,1961.3,1134.6,96.35799999999999,77.2,74.7,72.8,325.0,772.0,304.0,5202.0,3.0,6.7,DG
2012. 09,1942.2,1118.6,96.99,77.4,75.1,72.9,293.0,270.0,204.0,4993.0,2.99,6.7,DG
2012. 10,1904.7,1094.1,96.854,77.6,75.4,73.1,182.0,882.0,128.0,4678.0,2.81,6.7,DG
2012. 11,1973.8,1084.7,96.50200000000001,77.8,75.8,73.3,1681.0,385.0,133.0,3707.0,2.75,6.6,DG
2012. 12,1986.1,1071.1,96.69200000000001,78.4,76.5,72.7,5718.0,3015.0,465.0,3288.0,2.75,6.6,DG
2013. 01,1979.9,1082.7,97.45,78.9,77.2,72.8,532.0,74.0,125.0,2898.0,2.76,6.6,DG
2013. 02,1990.2,1085.4,97.765,79.1,77.5,72.9,646.0,135.0,466.0,2622.0,2.75,6.5,DG
2013. 03,1938.9,1112.1,97.829,79.3,77.9,73.1,209.0,1033.0,112.0,2347.0,2.74,6.4,DG
2013. 04,1974.5,1108.1,97.675,80.2,79.2,73.5,240.0,1043.0,1555.0,2089.0,2.75,6.4,DG
2013. 05,1884.4,1128.3,97.675,81.0,80.4,73.8,710.0,1439.0,908.0,1939.0,2.56,6.4,DG
2013. 06,1871.8,1149.7,97.522,81.9,81.4,73.9,306.0,229.0,1596.0,1760.0,2.49,6.3,DG
2013. 07,1897.0,1113.6,97.639,83.2,82.6,73.8,1134.0,805.0,175.0,1649.0,2.48,6.3,DG
2013. 08,1984.4,1110.9,98.081,83.9,83.4,73.9,1291.0,883.0,833.0,1492.0,2.5,6.2,DG
2013. 09,2029.7,1075.6,98.262,84.4,84.1,74.1,838.0,2521.0,1167.0,1602.0,2.5,6.1,DG
2013. 10,2009.9,1061.4,98.10799999999999,85.2,85.1,74.3,2559.0,2409.0,181.0,1359.0,2.5,6.0,DG
2013. 11,1988.3,1062.1,98.09899999999999,86.2,86.1,74.3,3084.0,2965.0,543.0,1196.0,2.5,6.0,DG
2013. 12,1948.2,1055.3,98.199,87.4,87.5,74.4,6529.0,2677.0,4495.0,1234.0,2.5,6.0,DG
2014. 01,1937.7,1079.2,98.677,88.7,88.8,74.5,1108.0,1174.0,338.0,955.0,2.5,6.0,DG
2014. 02,1952.4,1067.7,98.993,89.5,89.5,74.4,298.0,2026.0,658.0,615.0,2.49,5.8,DG
2014. 03,1991.2,1068.8,99.2,90.1,90.1,74.4,713.0,2651.0,200.0,523.0,2.48,5.8,DG
2014. 04,1994.1,1031.7,99.2,90.7,90.7,74.4,397.0,957.0,850.0,296.0,2.49,5.8,DG
2014. 05,1995.1,1021.6,99.444,91.1,91.2,74.4,5102.0,984.0,379.0,562.0,2.49,5.7,DG
2014. 06,2022.0,1014.4,99.335,91.4,91.5,74.5,1883.0,6462.0,772.0,367.0,2.48,5.7,DG
2014. 07,2060.9,1024.3,99.516,91.6,91.8,74.6,1082.0,504.0,1596.0,1754.0,2.49,5.6,DG
2014. 08,2042.7,1013.6,99.678,92.0,92.2,74.6,2619.0,820.0,687.0,1097.0,2.34,5.6,DG
2014. 09,1942.8,1050.6,99.633,92.4,92.7,74.6,1036.0,2654.0,272.0,773.0,2.24,5.5,DG
2014. 10,1959.7,1054.0,99.344,92.9,93.1,74.6,2942.0,329.0,641.0,788.0,2.07,5.5,DG
2014. 11,1941.9,1101.1,99.101,93.6,93.7,74.5,528.0,1763.0,410.0,554.0,1.98,5.5,DG
2014. 12,1921.0,1099.2,99.038,94.3,94.4,74.5,1371.0,259.0,1073.0,1013.0,1.99,5.5,DG
2015. 01,1961.0,1090.8,99.88,94.8,94.9,74.5,912.0,1637.0,1791.0,857.0,1.99,5.4,DG
2015. 02,2012.6,1099.2,99.75,95.4,95.4,74.4,274.0,323.0,756.0,669.0,1.99,5.3,DG
2015. 03,2107.3,1105.0,99.73,96.0,96.1,74.5,1211.0,390.0,962.0,483.0,1.83,5.2,DG
2015. 04,2114.9,1068.1,99.73,97.0,97.2,74.6,2005.0,656.0,543.0,203.0,1.73,5.2,DG
2015. 05,2063.7,1108.0,100.12,98.0,98.1,74.6,1502.0,1081.0,664.0,49.0,1.74,5.1,DG
2015. 06,2058.0,1124.1,100.17,99.0,99.2,74.5,1959.0,1407.0,353.0,27.0,1.57,5.0,DG
2015. 07,1952.6,1166.3,100.22,99.7,99.8,75.8,1220.0,1119.0,748.0,11.0,1.48,5.0,DG
2015. 08,1939.6,1176.3,100.38,100.5,100.4,75.6,2541.0,1850.0,1754.0,11.0,1.49,4.9,DG
2015. 09,2020.6,1194.5,100.08,101.5,101.1,75.4,1460.0,431.0,1119.0,108.0,1.48,4.8,DG
2015. 10,2006.8,1142.3,100.0,102.3,101.8,75.3,2142.0,693.0,302.0,121.0,1.48,4.8,DG
2015. 11,1971.5,1150.4,99.78,102.8,102.3,75.3,4287.0,3197.0,2817.0,114.0,1.49,4.7,DG
2015. 12,1894.7,1172.0,100.16,102.8,102.4,75.4,7605.0,1265.0,1131.0,2396.0,1.48,4.7,DG
2016. 01,1900.6,1208.4,100.27,102.6,102.3,75.5,1328.0,1059.0,2502.0,1806.0,1.49,4.6,DG
2016. 02,1976.5,1235.4,100.68,102.3,102.1,75.5,254.0,701.0,973.0,1666.0,1.49,4.6,DG
2016. 03,1996.2,1153.5,100.55,101.9,101.8,75.6,889.0,2979.0,2743.0,1769.0,1.49,4.6,DG
2016. 04,1966.7,1143.9,100.78,101.5,101.6,75.7,3944.0,485.0,1449.0,1638.0,1.48,4.6,DG
2016. 05,1977.0,1190.6,100.8,101.3,101.4,75.8,3206.0,297.0,666.0,1462.0,1.49,4.6,DG
2016. 06,2002.5,1164.7,100.84,100.8,100.9,75.8,3232.0,1252.0,6631.0,1230.0,1.29,4.7,DG
2016. 07,2036.7,1125.7,100.64,100.6,100.6,75.7,1942.0,2838.0,2077.0,1225.0,1.23,4.7,DG
2016. 08,2042.6,1118.5,100.86,100.2,100.3,75.7,1529.0,411.0,2067.0,1631.0,1.23,4.7,DG
2016. 09,2036.0,1096.3,101.6,100.0,100.1,75.6,1498.0,125.0,287.0,1404.0,1.24,4.6,DG
2016. 10,1981.8,1145.2,101.79,99.8,100.1,75.7,1333.0,115.0,2666.0,1135.0,1.23,4.6,DG
2016. 11,2021.7,1168.5,101.56,99.8,100.0,75.7,1701.0,1484.0,928.0,978.0,1.23,4.6,DG
2016. 12,2061.7,1208.5,101.67,99.6,99.9,75.8,2313.0,111.0,987.0,915.0,1.23,4.5,DG
2017. 01,2082.8,1157.8,102.83,99.5,99.8,75.8,1716.0,415.0,1308.0,828.0,1.24,4.5,DG
2017. 02,2136.2,1132.1,103.24,99.3,99.8,75.9,1187.0,148.0,2335.0,703.0,1.23,4.4,DG
2017. 03,2160.2,1116.1,103.05,99.2,99.7,75.9,2294.0,969.0,670.0,627.0,1.23,4.4,DG
2017. 04,2301.9,1130.1,102.82,99.0,99.7,76.0,2185.0,1267.0,163.0,529.0,1.23,4.4,DG
2017. 05,2372.2,1123.9,102.82,98.8,99.6,76.1,4627.0,302.0,263.0,383.0,1.23,4.4,DG
2017. 06,2412.9,1139.6,102.59,98.7,99.6,76.2,6326.0,561.0,1260.0,299.0,1.24,4.4,DG
2017. 07,2372.2,1119.1,102.69,98.7,99.6,76.2,2926.0,107.0,3123.0,237.0,1.24,4.4,DG
2017. 08,2371.8,1122.8,103.37,99.2,99.7,75.9,1264.0,1252.0,212.0,139.0,1.23,4.5,DG
2017. 09,2482.9,1146.7,103.64,99.5,99.8,75.8,595.0,660.0,1808.0,133.0,1.25,4.5,DG
2017. 10,2533.5,1125.0,103.6,99.8,99.9,75.7,2622.0,269.0,1796.0,125.0,1.25,4.5,DG
2017. 11,2467.7,1082.4,102.82,100.0,100.0,75.6,918.0,574.0,1210.0,125.0,1.26,4.5,DG
2017. 12,2520.9,1071.4,103.29,100.2,100.0,74.6,4718.0,1417.0,485.0,126.0,1.51,4.5,DG
2018. 01,2439.1,1071.5,103.78,100.4,100.1,74.5,947.0,658.0,505.0,143.0,1.5,4.4,DG
2018. 02,2451.6,1071.0,104.62,100.6,100.1,74.4,9438.0,898.0,887.0,135.0,1.49,4.4,DG
2018. 03,2458.2,1066.5,104.39,100.7,100.1,74.3,944.0,1285.0,709.0,153.0,1.49,4.4,DG
2018. 04,2461.3,1076.2,104.61,101.1,100.1,74.1,1213.0,2119.0,2219.0,230.0,1.48,4.4,DG
2018. 05,2394.5,1081.3,104.6,101.3,100.1,73.9,1252.0,2035.0,160.0,194.0,1.5,4.4,DG
2018. 06,2284.3,1121.7,104.39,101.4,100.0,73.8,3536.0,2161.0,1049.0,506.0,1.49,4.4,DG
2018. 07,2283.8,1116.7,104.24,101.5,99.9,73.7,829.0,2194.0,154.0,1345.0,1.49,4.4,DG
2018. 08,2307.3,1108.8,105.36,101.7,99.9,73.7,3075.0,215.0,2627.0,945.0,1.5,4.4,DG
2018. 09,2153.5,1112.7,106.07,102.0,99.9,73.6,3074.0,2364.0,856.0,745.0,1.54,4.5,DG
2018. 10,2083.3,1140.6,106.09,102.6,100.1,73.3,822.0,286.0,784.0,575.0,1.52,4.6,DG
2018. 11,2070.1,1121.8,105.24,103.0,100.2,73.1,4535.0,1429.0,1962.0,429.0,1.51,4.6,DG
2018. 12,2102.0,1118.1,104.82,103.3,100.3,73.0,5779.0,3037.0,2563.0,362.0,1.77,4.5,DG
2019. 01,2210.2,1117.2,104.61,103.4,100.2,72.4,471.0,2901.0,254.0,291.0,1.76,4.4,DG
2019. 02,2161.9,1117.8,105.12,103.4,100.2,72.5,1547.0,48.0,629.0,738.0,1.76,4.4,DG
2019. 03,2212.1,1137.8,104.94,103.3,100.3,72.6,1117.0,684.0,629.0,706.0,1.76,4.4,DG
2019. 04,2086.9,1158.2,105.64,103.2,100.4,72.7,1828.0,965.0,2342.0,1585.0,1.75,4.4,DG
2019. 05,2086.9,1190.0,105.88,103.1,100.4,72.8,2271.0,5291.0,81.0,1814.0,1.75,4.5,DG
2019. 06,2079.5,1156.8,105.76,103.0,100.4,72.9,1105.0,3207.0,789.0,1739.0,1.76,4.6,DG
2019. 07,,1182.0,105.35,102.8,100.4,73.0,2799.0,1702.0,85.0,1818.0,1.63,4.6,DG
2019. 08,,1215.2,105.63,102.7,100.6,73.2,1498.0,1178.0,416.0,1736.0,1.51,4.6,DG
2019. 09,,,106.05,102.7,100.7,73.3,2152.0,212.0,770.0,1550.0,1.52,4.6,DG
2019. 10,,,106.32,102.8,101.1,73.5,3186.0,2477.0,1516.0,1362.0,1.36,4.6,DG
2019. 11,,,105.58,103.0,101.5,73.7,4148.0,,,,1.28,,DG
2019. 12,,,105.75,103.2,101.8,,5603.0,,,,1.28,,DG
2020. 01,,,,103.7,102.4,,926.0,,,,,,DG
2020. 02,,,,104.0,102.7,,1222.0,,,,,,DG
2020. 03,,,,104.0,102.8,,,,,,,,DG
1990. 01,867.2,686.3,39.111999999999995,,,,,,,,,,GJ
1990. 02,845.5,694.0,39.395,,,,,,,,,,GJ
1990. 03,785.5,702.1,39.721,,,,,,,,,,GJ
1990. 04,771.7,707.0,40.126,,,,,,,,,,GJ
1990. 05,766.7,712.3,40.613,,,,,,,,,,GJ
1990. 06,698.2,716.0,40.937,,,,,,,,,,GJ
1990. 07,637.4,715.1,40.937,,,,,,,,,,GJ
1990. 08,602.2,714.0,41.059,,,,,,,,,,GJ
1990. 09,682.8,712.9,41.1,,,,,,,,,,GJ
1990. 10,696.4,713.8,41.302,,,,,,,,,,GJ
1990. 11,712.5,713.1,41.302,,,,,,,,,,GJ
1990. 12,647.5,716.4,41.222,,,,,,,,,,GJ
1991. 01,654.7,719.0,41.993,,,,,,,,13.72,,GJ
1991. 02,670.6,724.4,42.803999999999995,,,,,,,,14.38,,GJ
1991. 03,638.3,724.7,43.413000000000004,,,,,,,,14.81,,GJ
1991. 04,630.2,725.1,43.818000000000005,,,,,,,,15.25,,GJ
1991. 05,604.7,723.0,44.062,,,,,,,,16.2,,GJ
1991. 06,646.3,723.1,44.305,,,,,,,,19.07,,GJ
1991. 07,710.6,726.1,44.427,,,,,,,,18.58,,GJ
1991. 08,684.3,735.6,44.71,,,,,,,,19.14,,GJ
1991. 09,705.2,741.5,44.95399999999999,,,,,,,,19.58,,GJ
1991. 10,668.1,750.3,45.157,,,,,,,,18.78,,GJ
1991. 11,625.1,754.5,45.196999999999996,,,,,,,,17.93,,GJ
1991. 12,639.8,760.8,45.075,,,,,,,,17.44,,GJ
1992. 01,651.3,762.0,45.441,,,,,,,,15.0,,GJ
1992. 02,615.8,768.2,45.887,,,,,,,,14.47,,GJ
1992. 03,588.4,775.1,46.294,,,,,,,,14.96,,GJ
1992. 04,589.3,778.8,46.577,,,,,,,,14.94,,GJ
1992. 05,564.5,783.5,46.942,,,,,,,,14.91,,GJ
1992. 06,523.0,790.2,47.145,,,,,,,,14.87,,GJ
1992. 07,496.3,788.1,47.308,,,,,,,,14.9,,GJ
1992. 08,537.1,787.6,47.145,,,,,,,,14.94,,GJ
1992. 09,544.9,786.6,47.266999999999996,,,,,,,,14.87,,GJ
1992. 10,645.1,782.4,47.388000000000005,,,,,,,,11.95,,GJ
1992. 11,650.3,785.1,47.023,,,,,,,,13.21,,GJ
1992. 12,696.3,788.4,47.105,,,,,,,,13.52,,GJ
1993. 01,668.8,794.0,47.348,,,,,,,,12.42,,GJ
1993. 02,645.9,794.9,47.754,,,,,,,,11.2,,GJ
1993. 03,713.5,794.0,48.403,,,,,,,,10.99,,GJ
1993. 04,719.8,795.9,48.647,,,,,,,,10.74,,GJ
1993. 05,760.4,801.1,48.931000000000004,,,,,,,,11.15,,GJ
1993. 06,752.0,803.7,49.13399999999999,,,,,,,,12.98,,GJ
1993. 07,708.5,806.6,49.052,,,,,,,,14.01,,GJ
1993. 08,692.5,808.4,49.336000000000006,,,,,,,,13.53,,GJ
1993. 09,733.0,808.8,49.945,,,,,,,,12.55,,GJ
1993. 10,798.4,808.2,50.026,,,,,,,,12.17,,GJ
1993. 11,848.8,807.6,50.229,,,,,,,,11.5,,GJ
1993. 12,890.4,808.1,50.148,,,,,,,,11.55,,GJ
1994. 01,933.3,808.1,50.715,,,,,,,,10.6,,GJ
1994. 02,889.2,808.0,51.283,,,,,,,,10.97,,GJ
1994. 03,884.0,806.5,51.851000000000006,,,,,,,,12.0,,GJ
1994. 04,942.4,807.5,51.974,,,,,,,,11.57,,GJ
1994. 05,926.7,806.1,51.891999999999996,,,,,,,,11.73,,GJ
1994. 06,944.7,805.5,52.379,,,,,,,,12.59,,GJ
1994. 07,938.9,802.6,52.662,,,,,,,,12.49,,GJ
1994. 08,1002.4,801.1,53.393,,,,,,,,14.9,,GJ
1994. 09,1085.3,798.9,53.028,,,,,,,,12.41,,GJ
1994. 10,1110.5,796.9,52.70399999999999,,,,,,,,11.54,,GJ
1994. 11,1040.7,794.3,52.988,,,,,,,,12.71,,GJ
1994. 12,965.3,788.7,52.825,,,,,,,,14.0,,GJ
1995. 01,929.7,786.7,53.493,,,,,,,,15.53,,GJ
1995. 02,942.4,786.0,53.711999999999996,,,,,,,,15.25,,GJ
1995. 03,902.7,771.5,54.148999999999994,,,,,,,,12.12,,GJ
1995. 04,884.2,761.8,54.531000000000006,,,,,,,,12.52,,GJ
1995. 05,884.3,760.1,54.696000000000005,,,,,,,,13.51,,GJ
1995. 06,945.7,758.1,54.586000000000006,,,,,,,,12.7,,GJ
1995. 07,916.9,756.5,54.86,,,,,,,,11.3,,GJ
1995. 08,971.2,777.1,54.913000000000004,,,,,,,,11.63,,GJ
1995. 09,999.0,768.4,55.133,,,,,,,,11.35,,GJ
1995. 10,957.3,765.5,55.023,,,,,,,,11.06,,GJ
1995. 11,918.1,769.2,55.023,,,,,,,,11.31,,GJ
1995. 12,866.1,774.7,55.406000000000006,,,,,,,,10.98,,GJ
1996. 01,874.8,784.3,56.062,,,,,,,,10.46,,GJ
1996. 02,857.4,780.7,56.225,,,,,,,,10.71,,GJ
1996. 03,920.2,782.7,56.662,,,,,,,,10.33,,GJ
1996. 04,942.6,778.7,57.373000000000005,,,,,,,,9.46,,GJ
1996. 05,867.7,787.9,57.809,,,,,,,,11.41,,GJ
1996. 06,832.2,810.6,57.647,,,,,,,,12.38,,GJ
1996. 07,805.4,813.3,57.919,,,,,,,,12.96,,GJ
1996. 08,783.4,819.4,58.083999999999996,,,,,,,,15.41,,GJ
1996. 09,806.7,821.2,58.356,,,,,,,,13.9,,GJ
1996. 10,740.9,831.3,58.356,,,,,,,,14.41,,GJ
1996. 11,690.6,828.7,58.466,,,,,,,,14.38,,GJ
1996. 12,669.6,844.2,58.848,,,,,,,,12.51,,GJ
1997. 01,698.1,861.3,59.34,,,,43.0,,,,11.39,,GJ
1997. 02,656.7,863.9,59.722,,,,81.0,,,,11.49,,GJ
1997. 03,694.3,897.1,59.778,,,,1432.0,,,,12.95,,GJ
1997. 04,713.1,892.1,60.16,,,,4306.0,,,,13.0,,GJ
1997. 05,765.2,891.8,60.05,,,,4070.0,,,,12.45,,GJ
1997. 06,752.3,888.1,60.105,,,,6693.0,,,,11.19,,GJ
1997. 07,740.5,892.0,60.214,,,,1549.0,,,,11.44,,GJ
1997. 08,676.5,902.0,60.651,,,,2522.0,,,,12.45,,GJ
1997. 09,584.1,914.8,61.089,,,,3392.0,,,,13.25,,GJ
1997. 10,494.1,965.1,60.924,,,,527.0,,,,13.64,,GJ
1997. 11,390.3,1163.8,61.034,,,,1826.0,,,,14.09,,GJ
1997. 12,475.2,1415.2,62.728,,,,1870.0,,,,21.58,,GJ
1998. 01,525.2,1572.9,64.257,,,,939.0,,,,25.63,,GJ
1998. 02,523.0,1640.1,65.241,,,,13.0,,,,23.53,,GJ
1998. 03,444.2,1378.8,65.405,,,,911.0,,,,22.62,,GJ
1998. 04,356.3,1338.2,65.842,,,,12.0,,,,21.23,,GJ
1998. 05,313.3,1410.8,65.46,,,,912.0,,,,18.45,,GJ
1998. 06,327.8,1385.2,65.241,,,,,,,,16.25,,GJ
1998. 07,312.8,1236.0,65.132,,,,-81.0,,,,12.67,,GJ
1998. 08,312.2,1331.8,65.515,,,,159.0,,,,9.53,,GJ
1998. 09,358.8,1373.6,65.569,,,,655.0,,,,8.43,,GJ
1998. 10,429.2,1313.8,65.678,,,,264.0,,,,7.27,,GJ
1998. 11,524.7,1243.7,65.569,,,,2052.0,,,,7.24,,GJ
1998. 12,597.6,1207.8,65.624,,,,1302.0,,,,6.96,,GJ
1999. 01,533.0,1175.3,65.624,,,,20.0,,,,6.35,,GJ
1999. 02,586.2,1222.4,65.788,,,,17.0,,,,5.65,,GJ
1999. 03,721.1,1224.7,65.842,,,,138.0,,,,5.03,,GJ
1999. 04,745.4,1176.4,66.17,,,,581.0,,,,4.82,,GJ
1999. 05,841.4,1186.3,65.788,,,,103.0,,,,4.8,,GJ
1999. 06,971.4,1155.9,65.515,,,,1244.0,,,,4.81,,GJ
1999. 07,933.1,1206.9,65.296,,,,111.0,,,,4.84,,GJ
1999. 08,926.9,1184.9,65.569,,,,70.0,,,,4.75,,GJ
1999. 09,828.6,1218.7,65.733,,,,61.0,,,,4.74,,GJ
1999. 10,950.1,1200.5,66.225,,,,820.0,,,,4.75,,GJ
1999. 11,984.5,1157.5,66.061,,,,2514.0,,,,4.75,,GJ
1999. 12,952.5,1145.4,65.788,,,,1098.0,,,,4.77,,GJ
2000. 01,902.7,1122.1,66.178,,,,692.0,,,,4.77,,GJ
2000. 02,878.4,1131.8,66.446,,,,131.0,,,,5.0,,GJ
2000. 03,779.8,1108.3,66.84899999999999,,,,1051.0,,,,5.1,,GJ
