Date Time,SO_Stock,GG_Stock,IC_Stock,BS_Stock,DG_Stock,GJ_Stock,DJ_Stock,US_Stock,GW_Stock,CB_Stock,CN_Stock,JB_Stock,JN_Stock,GB_Stock,GN_Stock,JJ_Stock,SO_Exchange,GG_Exchange,IC_Exchange,BS_Exchange,DG_Exchange,GJ_Exchange,DJ_Exchange,US_Exchange,GW_Exchange,CB_Exchange,CN_Exchange,JB_Exchange,JN_Exchange,GB_Exchange,GN_Exchange,JJ_Exchange,SO_MG,BS_MG,DG_MG,IC_MG,GJ_MG,DJ_MG,US_MG,GG_MG,GW_MG,CB_MG,CN_MG,JB_MG,JN_MG,GB_MG,GN_MG,JJ_MG,SO_MM,GG_MM,IC_MM,BS_MM,DG_MM,GJ_MM,DJ_MM,US_MM,GW_MM,CB_MM,CN_MM,JB_MM,JN_MM,GB_MM,GN_MM,JJ_MM,SO_JS,GG_JS,IC_JS,BS_JS,DG_JS,GJ_JS,DJ_JS,US_JS,GW_JS,CB_JS,CN_JS,JB_JS,JN_JS,GB_JS,GN_JS,JJ_JS,SO_JSratio,BS_JSratio,DG_JSratio,IC_JSratio,GJ_JSratio,DJ_JSratio,US_JSratio,GG_JSratio,GW_JSratio,CB_JSratio,CN_JSratio,JB_JSratio,JN_JSratio,GB_JSratio,GN_JSratio,JJ_JSratio,SO_Permits,IC_Permits,GG_Permits,BS_Permits,DG_Permits,GJ_Permits,DJ_Permits,US_Permits,GW_Permits,CB_Permits,CN_Permits,JB_Permits,JN_Permits,GB_Permits,GN_Permits,JJ_Permits,SO_Starts,IC_Starts,GG_Starts,BS_Starts,DG_Starts,GJ_Starts,DJ_Starts,US_Starts,GW_Starts,CB_Starts,CN_Starts,JB_Starts,JN_Starts,GB_Starts,GN_Starts,JJ_Starts,SO_Completed,IC_Completed,GG_Completed,BS_Completed,DG_Completed,GJ_Completed,DJ_Completed,US_Completed,GW_Completed,CB_Completed,CN_Completed,JB_Completed,JN_Completed,GB_Completed,GN_Completed,JJ_Completed,SO_Unsold,BS_Unsold,DG_Unsold,IC_Unsold,GJ_Unsold,DJ_Unsold,US_Unsold,GG_Unsold,GW_Unsold,CB_Unsold,CN_Unsold,JB_Unsold,JN_Unsold,GB_Unsold,GN_Unsold,JJ_Unsold,SO_Interest,GG_Interest,IC_Interest,BS_Interest,DG_Interest,GJ_Interest,DJ_Interest,US_Interest,GW_Interest,CB_Interest,CN_Interest,JB_Interest,JN_Interest,GB_Interest,GN_Interest,JJ_Interest,SO_JW,BS_JW,DG_JW,IC_JW,GJ_JW,DJ_JW,US_JW,GG_JW,GW_JW,CB_JW,CN_JW,JB_JW,JN_JW,GB_JW,GN_JW,JJ_JW
1991. 09,705.2,705.2,705.2,705.2,705.2,705.2,705.2,705.2,705.2,705.2,705.2,705.2,705.2,705.2,705.2,705.2,741.5,741.5,741.5,741.5,741.5,741.5,741.5,741.5,741.5,741.5,741.5,741.5,741.5,741.5,741.5,741.5,9.399206041828045,10.622517222306005,8.994108042876391,8.149896440441239,8.842186819040233,8.482465091968038,8.063793144124375,8.520090338272169,9.634116791858482,7.965900356369238,7.8210678210678175,8.629677671993917,8.323186018193528,7.92165697340288,9.313390648922383,9.599482275113246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,4.329999999999998,,,,,,,,,,,,,,,,
1991. 10,668.1,668.1,668.1,668.1,668.1,668.1,668.1,668.1,668.1,668.1,668.1,668.1,668.1,668.1,668.1,668.1,750.3,750.3,750.3,750.3,750.3,750.3,750.3,750.3,750.3,750.3,750.3,750.3,750.3,750.3,750.3,750.3,9.172232536831192,10.86659929257201,8.994108042876391,8.34979047252058,9.333688441237697,8.784692809806138,7.852601836590534,8.503418210641044,9.813784764207977,8.147941511495471,8.832122075476256,8.938424188920768,8.930408363436282,7.827406266522607,9.289103979702107,9.86282382181438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,2.580000000000002,,,,,,,,,,,,,,,,
1991. 11,625.1,625.1,625.1,625.1,625.1,625.1,625.1,625.1,625.1,625.1,625.1,625.1,625.1,625.1,625.1,625.1,754.5,754.5,754.5,754.5,754.5,754.5,754.5,754.5,754.5,754.5,754.5,754.5,754.5,754.5,754.5,754.5,8.913475584931874,10.532011274411147,8.842833282363749,7.998469192499047,9.642909126194743,9.458921822160349,7.804307116104869,8.912787271655876,9.95335865749869,8.3267597791286,8.968609865470857,8.992410746967948,9.297998711924249,7.908502730234468,9.103853964845122,10.362892615362519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,-1.1400000000000006,,,,,,,,,,,,,,,,
1991. 12,639.8,639.8,639.8,639.8,639.8,639.8,639.8,639.8,639.8,639.8,639.8,639.8,639.8,639.8,639.8,639.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,760.8,6.347274557071625,7.927127088014063,7.067717846160959,6.713523424461099,7.339318457838218,7.608035562465076,5.819730305180992,7.719993236551614,8.512946281186618,6.535442029809979,7.041693002785787,7.2951605174891965,7.089151450053688,6.725495948904281,7.798186148772457,8.437353355232302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,-1.139999999999997,,,,,,,,,,,,,,,,
1992. 01,651.3,651.3,651.3,651.3,651.3,651.3,651.3,651.3,651.3,651.3,651.3,651.3,651.3,651.3,651.3,651.3,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,6.00482240563851,7.345612134344548,6.294931294931283,5.654404288751258,6.160639192598838,7.007480700748081,5.0023766948097625,6.854790739727323,8.01831961686894,5.569722184941628,6.48015524650003,6.824258772863878,6.156793942471928,6.357131712101305,7.079365797389903,7.663278772023241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,-4.140000000000001,,,,,,,,,,,,,,,,
1992. 02,615.8,615.8,615.8,615.8,615.8,615.8,615.8,615.8,615.8,615.8,615.8,615.8,615.8,615.8,615.8,615.8,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,768.2,5.380929454111927,6.786749679197768,5.2782571665508815,5.317324185248706,5.698753829498071,6.348533050547878,4.666427707334564,6.320648078372271,6.470494454187281,4.554961143033265,6.730282823637612,5.702020437683752,5.633125801135308,5.329436068744231,6.5193048463674685,6.031782065834279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,-5.109999999999998,,,,,,,,,,,,,,,,
1992. 03,588.4,588.4,588.4,588.4,588.4,588.4,588.4,588.4,588.4,588.4,588.4,588.4,588.4,588.4,588.4,588.4,775.1,775.1,775.1,775.1,775.1,775.1,775.1,775.1,775.1,775.1,775.1,775.1,775.1,775.1,775.1,775.1,5.813953488372081,7.495624201712459,5.99009459218276,6.5173720494909215,5.650645853302283,7.066557107641747,5.59021488786029,7.125946414758211,6.606226402297022,5.364303714254404,7.163618886320444,6.5078186627070655,5.568130375735625,5.859340851473016,6.726617103681609,7.190382750298863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,-3.8200000000000003,,,,,,,,,,,,,,,,
1992. 04,589.3,589.3,589.3,589.3,589.3,589.3,589.3,589.3,589.3,589.3,589.3,589.3,589.3,589.3,589.3,589.3,778.8,778.8,778.8,778.8,778.8,778.8,778.8,778.8,778.8,778.8,778.8,778.8,778.8,778.8,778.8,778.8,6.0706652721568055,7.366859725950015,6.152751844936422,7.654976650489886,5.707866188552502,7.252024885549946,6.248880931065348,7.686351798409219,6.974746218715389,5.547771258428935,7.91469085744394,7.621456080924327,6.405613399728383,6.215674309127395,6.681120304411325,7.74071317409839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,-2.99,,,,,,,,,,,,,,,,
1992. 05,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,564.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,783.5,5.935990610752495,7.0012319564863645,6.404890040528866,7.712814436748072,5.951924162058453,7.578549602295248,5.556172661231185,8.032100325214643,7.0329027321420545,6.66783646253728,8.46588698418509,8.232685957093032,6.846473029045663,6.758755710245801,6.5120467373877,7.705260321950558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,-2.530000000000001,,,,,,,,,,,,,,,,
1992. 06,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,790.2,790.2,790.2,790.2,790.2,790.2,790.2,790.2,790.2,790.2,790.2,790.2,790.2,790.2,790.2,790.2,5.159919481100417,7.4410079120165395,5.919312169312185,7.017861589658847,6.117901276250937,7.364629328375538,5.147091253914349,7.515793385358593,7.318557932947023,6.354018976987685,8.356367789834373,8.001102333272092,6.258136924803592,6.547464239271794,6.6270346158908255,7.502686727565844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,-0.13000000000000078,,,,,,,,,,,,,,,,
1992. 07,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,496.3,788.1,788.1,788.1,788.1,788.1,788.1,788.1,788.1,788.1,788.1,788.1,788.1,788.1,788.1,788.1,788.1,4.577293079753519,6.660376055786976,5.976034524305018,6.596317916479566,5.810780585998665,6.572251007484176,5.031253426910842,7.175899288854093,7.4355422494302825,5.840015561847545,7.7248653297723235,7.662172011661816,6.020907473309611,6.325976377273901,5.609994568169485,7.2594434944815545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,0.4299999999999997,,,,,,,,,,,,,,,,
1992. 08,537.1,537.1,537.1,537.1,537.1,537.1,537.1,537.1,537.1,537.1,537.1,537.1,537.1,537.1,537.1,537.1,787.6,787.6,787.6,787.6,787.6,787.6,787.6,787.6,787.6,787.6,787.6,787.6,787.6,787.6,787.6,787.6,4.7461002323266,5.777404031909827,5.470887065259866,6.090500155881173,4.873871068203073,6.908340025238058,3.5476476367208853,6.950098339660604,6.6348406488971445,5.6436476603455965,6.071556031406122,6.67793173369382,5.065132579514642,5.261252050184262,4.496972569975655,6.346498709705628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,,,,,,,,,,,,,,,,
1992. 09,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,544.9,786.6,786.6,786.6,786.6,786.6,786.6,786.6,786.6,786.6,786.6,786.6,786.6,786.6,786.6,786.6,786.6,4.825849769198487,6.68398623550055,5.829099908818547,6.437129075996362,4.672586752884378,7.349303774276317,3.820543608776328,7.120191758931638,5.897639182522907,4.9911869653067376,5.320022185246809,6.854403025391664,4.684411648438536,5.263718927216132,4.602321582115221,5.512170716321152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,,,,,,,,,,,,,,,,
1992. 10,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,645.1,782.4,782.4,782.4,782.4,782.4,782.4,782.4,782.4,782.4,782.4,782.4,782.4,782.4,782.4,782.4,782.4,4.182150003298224,6.231643177523272,5.357914757499782,5.782689581856859,4.847666880545187,5.763289413902761,2.9877969340339705,5.6066549438658075,4.788559933528669,4.249212910410982,3.7565194427939597,6.190668099588037,3.9370594269003245,4.796632151893343,3.8789875692676334,5.312669339980514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,-2.960000000000001,,,,,,,,,,,,,,,,
1992. 11,650.3,650.3,650.3,650.3,650.3,650.3,650.3,650.3,650.3,650.3,650.3,650.3,650.3,650.3,650.3,650.3,785.1,785.1,785.1,785.1,785.1,785.1,785.1,785.1,785.1,785.1,785.1,785.1,785.1,785.1,785.1,785.1,4.273861660687972,4.692944743630378,4.9060678039300365,4.401171883604649,4.321686078757625,4.647960450574518,1.5339347915449553,4.42650521358896,3.7052329624478464,3.244547920627139,1.7802077638053415,5.097688958356605,3.131132528018865,3.2396540421662845,2.1011706218530435,3.8017136922277928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,-1.6599999999999984,,,,,,,,,,,,,,,,
1992. 12,696.3,696.3,696.3,696.3,696.3,696.3,696.3,696.3,696.3,696.3,696.3,696.3,696.3,696.3,696.3,696.3,788.4,788.4,788.4,788.4,788.4,788.4,788.4,788.4,788.4,788.4,788.4,788.4,788.4,788.4,788.4,788.4,3.893093040549389,3.6827703763513187,4.06651970121783,3.838330818187785,3.661891243590576,4.248095950684561,1.34730216215051,4.217323535960804,3.2326797666960783,3.0426307314179057,2.5601527413160907,4.525418097242229,2.855278895291957,2.3179293723147865,1.624316160784045,3.0750704255639416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,-1.3800000000000008,,,,,,,,,,,,,,,,
1993. 01,668.8,668.8,668.8,668.8,668.8,668.8,668.8,668.8,668.8,668.8,668.8,668.8,668.8,668.8,668.8,668.8,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,4.05099643199025,3.8274956606880517,4.394107127650515,4.3365906623235695,3.183908296467397,4.74417780141374,0.9824276021489275,4.6314343935500935,3.123128262171626,3.2005390381538046,3.240192170971845,4.860283406171373,3.289345381265041,2.6644688797546223,1.9616088135735676,3.588327231464228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,-2.5199999999999996,,,,,,,,,,,,,,,,
1993. 02,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,645.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,794.9,3.747037276449028,3.2675424120403918,3.910837946494361,3.3218319367351867,3.1537564263187434,4.519241311259736,0.3557739141483385,3.9714667075118726,2.754861832757194,2.897073809870454,2.6034213954680308,4.101770971747243,2.90523156089193,1.9365361190825325,1.7164428130474585,3.351920042083112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,-3.67,,,,,,,,,,,,,,,,
1993. 03,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,713.5,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,4.424247620680788,4.028243755893235,5.105117681547866,3.9912392617164283,3.9203898920067815,5.726293669556082,0.9647792382878384,4.817308320805291,4.459379491081239,3.675585978012852,3.7084996178992746,4.4904822471813155,3.750265900872174,2.8808273145108254,2.276969018290398,4.534321421842624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,-0.9599999999999991,,,,,,,,,,,,,,,,
1993. 04,719.8,719.8,719.8,719.8,719.8,719.8,719.8,719.8,719.8,719.8,719.8,719.8,719.8,719.8,719.8,719.8,795.9,795.9,795.9,795.9,795.9,795.9,795.9,795.9,795.9,795.9,795.9,795.9,795.9,795.9,795.9,795.9,4.482699846599614,3.228118958138726,5.15974607139138,3.9684386436231955,3.632141791998622,5.156114483954921,1.5784821315822706,4.528522545155278,4.268382430244544,3.298239842079309,3.4309588116137935,3.9301869079115814,3.5479105107640407,2.689650956659939,1.9259320356318055,4.60050445042004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,-2.4700000000000006,,,,,,,,,,,,,,,,
1993. 05,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,760.4,801.1,801.1,801.1,801.1,801.1,801.1,801.1,801.1,801.1,801.1,801.1,801.1,801.1,801.1,801.1,801.1,4.647255248101745,2.87219798730185,5.332500780518257,4.571319780847416,3.7883126524551836,5.833459598692614,1.9232382550335547,4.858290849390823,4.519002500052527,3.289716559333833,3.8559652562561997,3.9189419069490583,3.8130043516836354,2.7725229348467106,2.0326290451992524,4.340310319691754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,-2.369999999999999,,,,,,,,,,,,,,,,
1993. 06,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,803.7,803.7,803.7,803.7,803.7,803.7,803.7,803.7,803.7,803.7,803.7,803.7,803.7,803.7,803.7,803.7,4.80298437864306,3.376847556370688,4.86594869462762,4.808542904081903,3.859812293903775,5.994079388059403,1.8271419323853122,4.657604844424412,3.7141787630495138,3.0182360268741437,3.58651118815001,3.6451722095286687,3.6146600373423876,2.675802233889435,3.164153311251483,4.4844720496894475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,0.5600000000000005,,,,,,,,,,,,,,,,
1993. 07,708.5,708.5,708.5,708.5,708.5,708.5,708.5,708.5,708.5,708.5,708.5,708.5,708.5,708.5,708.5,708.5,806.6,806.6,806.6,806.6,806.6,806.6,806.6,806.6,806.6,806.6,806.6,806.6,806.6,806.6,806.6,806.6,4.531051964512023,2.941492447519378,4.507842410769425,4.27992695367434,4.044967652985454,5.442527255558405,2.8125658865696623,4.218967176307076,3.1980600232133893,3.0182360268741437,3.764141817722999,3.214429027012189,3.2706064992552575,2.325110791832774,3.2868690201253825,3.5267746977050374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,2.8100000000000005,,,,,,,,,,,,,,,,
