0.09468702	0.07265637	-0.0277012	0.040663186	0.023238286	-0.033837	0.00023926527	0.03238902	0.019546764	0.012392532	-0.0926411	-0.023633635	-0.052091956	-0.07381677	-0.008193071	0.024627123
0.09527833	-0.10941568	0.10147519	0.18390414	-0.15096313	0.038395092	0.12510605	0.14396794	-0.087456726	0.19850326	-0.24144627	-0.1836536	0.18220152	-0.22864722	-0.14810587	0.09418859
0.23820616	0.053018514	-0.053373482	0.042979155	-0.15115817	-0.06201474	-0.033012252	0.10533097	0.018614227	0.2009272	-0.21741721	-0.07475851	0.029216295	-0.17461891	-0.008841956	-0.0006165491
-0.024506629	-0.011570476	0.016236138	-0.018437304	-0.0044631734	-0.02101115	0.04735073	-0.037422955	-0.0053948388	-0.019799745	-0.045504477	0.016577687	-0.030522764	0.037149463	-0.027838325	0.02650011
0.34347054	0.15271269	-0.06391744	-0.0044617048	-0.019786645	-0.20052876	-0.09570213	-0.031426314	0.072827615	0.19126897	-0.107695505	0.0076065315	-0.1206834	-0.117156915	0.13316987	-0.08128102
0.25232357	0.20619692	-0.10423282	-0.10035187	0.11146909	-0.13279063	-0.07489833	-0.110410415	0.07573844	0.04477562	0.019943988	0.10197267	-0.108251184	0.050120793	0.13802466	-0.13321932
0.2866953	0.14065135	-0.038748857	-0.011804856	-0.0851752	-0.15635289	-0.068695605	0.02784051	0.02083097	0.14658527	-0.08899702	-0.038818445	0.003894559	-0.15289289	0.107020855	0.004884965
0.16318709	0.042394727	-0.022587908	0.08974049	-0.16042008	-0.04690487	0.038512263	0.05320787	-0.0022705393	0.31540585	-0.20381053	-0.03948833	0.023336858	-0.13930336	0.0131137045	-0.0240831
0.3268626	0.11939519	0.0076957196	0.11884371	-0.06703716	-0.047012087	0.055666	0.061455674	-0.04066199	0.18085653	-0.13356896	-0.058770984	0.051358443	-0.10021016	-0.040906258	0.057316095
0.20798077	0.18053703	-0.06800511	-0.047440726	0.03056585	-0.18325296	-0.086414956	-0.017880663	0.08032103	0.158766	-0.106134616	0.05290594	-0.14049967	-0.015175257	0.15104227	-0.079567485
0.20831557	0.06451204	-0.014801422	0.051368427	-0.11150878	-0.060934544	-0.016721133	0.039080936	-0.08118468	0.177241	-0.10140863	-0.030369785	0.04508229	-0.15026343	-0.0003709373	0.021200236
0.18181303	0.10277932	-0.07622838	-0.00097014493	-0.102678485	-0.046965275	-0.007666709	-0.000796096	0.05518994	0.250159	-0.110448	0.005208909	-0.044185594	-0.08679955	0.04996359	-0.017795067
0.29908338	0.25824332	-0.2089571	-0.12750962	0.10826428	-0.23033184	-0.12818812	-0.101267666	0.17806953	-0.08144206	0.044808567	0.17009299	-0.17709365	0.10042989	0.14144902	-0.19533066
0.25257325	0.1699723	-0.082614206	0.023205321	0.069685005	-0.088134654	0.0038136106	-0.016713705	0.028856143	0.08735853	-0.04625836	0.040690746	-0.058525804	-0.012719279	0.072293416	0.0055180266
0.19615455	0.05762796	0.1038175	0.09794908	-0.055067062	0.061463647	0.09120367	0.05637415	-0.01947407	0.1313182	-0.13590787	-0.0577956	0.052732453	-0.11111733	-0.051700637	0.018113919
0.26690438	0.09497544	-0.025237149	0.013606716	-0.08898181	-0.06520964	-0.0036086156	0.07183535	0.030695677	0.1614529	-0.09422651	-0.019346787	-0.029112268	-0.11383123	0.0017095594	-0.0052229944
0.10464213	-0.01346509	0.06482318	0.086563036	-0.15948202	0.09593892	0.10384535	0.07995956	-0.12924773	0.19828027	-0.14158577	-0.10062524	0.12439169	-0.1311651	-0.095136434	0.116016515
0.10973614	0.13042203	-0.052319095	-0.034544975	-0.0010528852	-0.13779917	-0.0057398067	-0.040314697	0.01725684	0.15246485	-0.06517436	0.018309977	-0.06479966	-0.04415256	0.013389541	-0.07343452
0.19355819	0.10604489	0.023442695	0.12104228	-0.13431974	0.005996278	0.04712008	0.051567897	-0.0014899338	0.25446317	-0.18320034	-0.12729105	0.003109903	-0.17693302	-0.03212373	0.072391495
