Completed	JS	p_corr
34	19	-0.6758386811207231
34	20	-0.6836268191455732
34	21	-0.6925899278239689
34	22	-0.701805726244667
34	23	-0.7108286809934174
34	24	-0.7197228020861246
34	25	-0.7278312163991707
34	26	-0.7361178599877551
34	27	-0.7436587702550469
34	28	-0.7499255730288572
34	29	-0.7550655618489983
34	30	-0.7592233470685336
34	31	-0.762440375443064
34	32	-0.7647790080728861
34	33	-0.766287538681516
34	34	-0.7663889519707873
34	35	-0.7655527102854314
35	2	-0.5665117129530646
35	3	-0.5890009110618326
35	4	-0.6029056296222147
35	5	-0.6136699104907278
35	6	-0.6222197769079637
35	7	-0.6290897014161098
35	8	-0.6347135807596244
35	9	-0.6390386022615411
35	10	-0.6424248966182169
35	11	-0.6453667380026672
35	12	-0.6472167478041807
35	13	-0.6491645885147145
35	14	-0.652073034184676
35	15	-0.6552798637230771
35	16	-0.6585712452694891
35	17	-0.6616604937081052
35	18	-0.6664608889831624
35	19	-0.6714182967640222
35	20	-0.6779422701788986
35	21	-0.6853024879255643
35	22	-0.6937778519887634
35	23	-0.702503135041762
35	24	-0.711311833523614
35	25	-0.7197733799880558
35	26	-0.7275789310112546
35	27	-0.7355570020790289
35	28	-0.7426965788321902
35	29	-0.7488947687416132
35	30	-0.7541704053902197
35	31	-0.758523001779919
35	32	-0.7617056690012113
35	33	-0.7639310965985066
35	34	-0.7648589295524305
35	35	-0.7646413958505671
36	2	-0.5637697646399213
36	3	-0.5850158206481162
36	4	-0.6007152963870793
36	5	-0.6126177622608232
36	6	-0.6223014623843438
36	7	-0.6297401321518562
36	8	-0.6355530858565428
36	9	-0.6401362226866162
36	10	-0.643904630954365
36	11	-0.647072849536964
36	12	-0.6496095823648569
36	13	-0.6509312810618941
36	14	-0.6521920567863341
36	15	-0.6547998614723028
36	16	-0.6577750775241996
36	17	-0.6607263482846836
36	18	-0.6636706607338622
36	19	-0.6683930986076
36	20	-0.6732301179637673
36	21	-0.6792945494236899
36	22	-0.6861549273091332
36	23	-0.6941117940805819
36	24	-0.702587569330057
36	25	-0.7109282496391061
36	26	-0.7190982047286263
36	27	-0.7265251181319867
36	28	-0.7340212085672616
36	29	-0.7410271000199503
36	30	-0.7473345175304463
36	31	-0.7527822573440565
36	32	-0.7570673218397966
36	33	-0.760132032645338
36	34	-0.761768102048128
36	35	-0.7623693259980574
37	2	-0.5612346662920901
37	3	-0.5823651768885378
37	4	-0.5971604759640152
37	5	-0.6103383100674437
37	6	-0.6209385413390422
37	7	-0.629396255907581
37	8	-0.6357872079795962
37	9	-0.6405931013985867
37	10	-0.6446333057426723
37	11	-0.6481699402566861
37	12	-0.6509030333034642
37	13	-0.65285749070505
37	14	-0.6535319679914395
37	15	-0.654568283614233
37	16	-0.6569951220521654
37	17	-0.6596466109208247
37	18	-0.6624152874636172
37	19	-0.6653522036372652
37	20	-0.6699562153552098
37	21	-0.6744636634354634
37	22	-0.6801056927668793
37	23	-0.6865588484315087
37	24	-0.6943223459184292
37	25	-0.7023788496978787
37	26	-0.7104751893436791
37	27	-0.7182671217823036
37	28	-0.7253624279134423
37	29	-0.7328000421127406
37	30	-0.7399618450227905
37	31	-0.7464503118168259
37	32	-0.7518561846131228
37	33	-0.7560458674250803
37	34	-0.7585159909431173
37	35	-0.7598114197852646
38	2	-0.5606515085484142
38	3	-0.580847094743843
38	4	-0.5952718570311244
38	5	-0.6074227657251343
38	6	-0.6189999687789309
38	7	-0.6282455181176255
38	8	-0.6355590985240606
38	9	-0.6409349173186668
38	10	-0.6452200225713085
38	11	-0.6490299976445657
38	12	-0.6521751704800165
38	13	-0.6544183053991447
38	14	-0.6557796025717181
38	15	-0.6563091068163719
38	16	-0.6571905330643987
38	17	-0.6593298028507139
38	18	-0.6618010873991875
38	19	-0.6645585678301572
38	20	-0.6673746962192763
38	21	-0.6716557541472867
38	22	-0.6757021009035185
38	23	-0.6808603329757097
38	24	-0.6870029558318583
38	25	-0.6942211277767457
38	26	-0.7019580462790529
38	27	-0.7096142262862419
38	28	-0.7171017747065032
38	29	-0.7239122345176107
38	30	-0.7313253387317031
38	31	-0.7385404046864097
38	32	-0.7449589320027593
38	33	-0.7502430591081414
38	34	-0.7537740011037116
38	35	-0.7559122588249257
39	2	-0.563338399970039
39	3	-0.5815609209684155
39	4	-0.5947928990499738
39	5	-0.6063117537113917
39	6	-0.616868464515257
39	7	-0.6268560958762757
39	8	-0.634828062940545
39	9	-0.6409960918711148
39	10	-0.6457595071929335
39	11	-0.649809214773568
39	12	-0.6532079203468703
39	13	-0.6558573099543153
39	14	-0.6574759931593851
39	15	-0.6586498064508767
39	16	-0.6590377797512238
39	17	-0.6597857358465771
39	18	-0.6617726989425526
39	19	-0.6642502585077582
39	20	-0.6669412761636159
39	21	-0.6694918267797209
39	22	-0.6733247878151938
39	23	-0.6769189378448739
39	24	-0.6817644010048612
39	25	-0.6873340841725266
39	26	-0.6941649379206963
39	27	-0.7014056180096903
39	28	-0.7086964560157564
39	29	-0.7158636129008445
39	30	-0.7225451697948734
39	31	-0.7299202124102508
39	32	-0.7370121172685185
39	33	-0.7432962920475736
39	34	-0.7478953835273346
39	35	-0.7510668831944928
40	2	-0.5624568040095945
40	3	-0.5830646557038865
40	4	-0.5954538398025209
40	5	-0.6061826418050257
40	6	-0.6162792125729869
40	7	-0.6254516582754341
40	8	-0.6341073020773954
40	9	-0.6408876731518528
40	10	-0.6463774739375697
40	11	-0.6508430509400871
40	12	-0.6544855319415018
40	13	-0.6574268133391523
40	14	-0.659453800146264
40	15	-0.6608558694331746
40	16	-0.6618369539724608
40	17	-0.6620823387410287
40	18	-0.66268415893407
40	19	-0.6646652141575236
40	20	-0.6670576424393964
40	21	-0.6694371258581495
40	22	-0.6715114256721075
40	23	-0.674839487857854
40	24	-0.6780821743044966
40	25	-0.6823501804375177
40	26	-0.687532627385943
40	27	-0.6938314931263322
40	28	-0.7006758243535713
40	29	-0.7076103391921938
40	30	-0.7146453078169438
40	31	-0.7212188657638158
40	32	-0.7284232004140504
40	33	-0.7353770992010948
40	34	-0.7409677443924584
40	35	-0.7452196944744852
41	2	-0.5622152633674405
41	3	-0.5822278034864337
41	4	-0.5961724605072857
41	5	-0.6063712585055462
41	6	-0.6158407147353879
41	7	-0.6246812334481552
41	8	-0.6327732633814037
41	9	-0.6402159910327184
41	10	-0.646254109664953
41	11	-0.6513478168330643
41	12	-0.6553766955649604
41	13	-0.6585989188254311
41	14	-0.6609583023645541
41	15	-0.6627669326840018
41	16	-0.6639184216067027
41	17	-0.6646751565467273
41	18	-0.6648025447864473
41	19	-0.6654184377319371
41	20	-0.6673497378279759
41	21	-0.6694694052927274
41	22	-0.6713484117827502
41	23	-0.6729554294168816
41	24	-0.6759219580350913
41	25	-0.6786663881127994
41	26	-0.682615987166306
41	27	-0.6873654756057194
41	28	-0.6933006243652303
41	29	-0.6997997372084057
41	30	-0.7066208958728019
41	31	-0.7135481389092182
41	32	-0.7200491758557992
41	33	-0.7271817779299038
41	34	-0.7334683821022524
41	35	-0.7386924899348596
42	2	-0.5602142696010847
42	3	-0.5825207920055383
42	4	-0.5963341516689142
42	5	-0.6077078279416731
42	6	-0.616689645589904
42	7	-0.6248859769361369
42	8	-0.6326221435446019
42	9	-0.6395222586177025
42	10	-0.6461147610907682
42	11	-0.6516445627423542
42	12	-0.6561826403576777
42	13	-0.6597577173872273
42	14	-0.6623921251359008
42	15	-0.6645359568820525
42	16	-0.6660663822651415
42	17	-0.6669563241783657
42	18	-0.6675042341516381
42	19	-0.6676193590839016
42	20	-0.6682029517347575
42	21	-0.669838226832125
42	22	-0.6714175994715538
42	23	-0.672830349357752
42	24	-0.6741179062624849
42	25	-0.6765643176097289
42	26	-0.6790437095342398
42	27	-0.6826184084346034
42	28	-0.6870636735689881
42	29	-0.6926745398415224
42	30	-0.6990336772968607
42	31	-0.7057085003341763
42	32	-0.7125259787588315
42	33	-0.7189272503476231
42	34	-0.7253525974420572
42	35	-0.7312284518258793
43	2	-0.5600937821266161
43	3	-0.5816444599040338
43	4	-0.5966547897024042
43	5	-0.607884761918626
43	6	-0.6177763622176111
43	7	-0.6257045862539088
43	8	-0.632914710897152
43	9	-0.6395681355880651
43	10	-0.6458155885292918
43	11	-0.6517040525775367
43	12	-0.6565230532528263
43	13	-0.6605217072174818
43	14	-0.6634362322936953
43	15	-0.665766906612264
43	16	-0.6675357491094658
43	17	-0.668719987719324
43	18	-0.6693240511754155
43	19	-0.6697268998843193
43	20	-0.6698229670217191
43	21	-0.6702869838529217
43	22	-0.6714433725471348
43	23	-0.6726197759689916
43	24	-0.6737873124725183
43	25	-0.6749229059500159
43	26	-0.677178993320768
43	27	-0.6795532895672919
43	28	-0.682982067019846
43	29	-0.6873313774729881
43	30	-0.6929339026300666
43	31	-0.6991859651707116
43	32	-0.7057973098912678
43	33	-0.7124794423353399
43	34	-0.7184580802811505
43	35	-0.7246181534903858
44	2	-0.562958856807074
44	3	-0.5831068911499864
44	4	-0.5973784239494311
44	5	-0.6093359508594489
44	6	-0.6188768852658498
44	7	-0.6274145380207039
44	8	-0.6342981270506244
44	9	-0.6403548109474856
44	10	-0.6463039134126487
44	11	-0.6518470465647261
44	12	-0.6569227859907832
44	13	-0.661120412354839
44	14	-0.6643769124345525
44	15	-0.6669078592334472
44	16	-0.6688049188343287
44	17	-0.6701667934603629
44	18	-0.6710204668069799
44	19	-0.6714355779796013
44	20	-0.6717602555211426
44	21	-0.6717094339018769
44	22	-0.6717542779757428
44	23	-0.6724753717761724
44	24	-0.6734006253881699
44	25	-0.6744267591476862
44	26	-0.6754173644635506
44	27	-0.6775623004152788
44	28	-0.679781091043537
44	29	-0.6831221156354754
44	30	-0.6874763141313363
44	31	-0.6929388402816605
44	32	-0.6991028173670957
44	33	-0.7055336795038486
44	34	-0.711764228173434
44	35	-0.7174030829626588
45	2	-0.5636209132097048
45	3	-0.5852664441466305
45	4	-0.5991946446230699
45	5	-0.6108362036778683
45	6	-0.6210367457310868
45	7	-0.6294170183780374
45	8	-0.6369507928070931
45	9	-0.6427792695711045
45	10	-0.6482457826644138
45	11	-0.6535331536418315
45	12	-0.658387297613245
45	13	-0.6628802019686327
45	14	-0.6663313437628433
45	15	-0.6691921177971968
45	16	-0.6712781164399624
45	17	-0.6728195478552632
45	18	-0.6739236328116569
45	19	-0.6745940882061934
45	20	-0.6748467381244747
45	21	-0.6749417887906601
45	22	-0.6744061159279281
45	23	-0.6739974645730129
45	24	-0.6744459210239744
45	25	-0.6751585825417371
45	26	-0.6759612142985809
45	27	-0.6767533796824765
45	28	-0.678662186921503
45	29	-0.6807648100850329
45	30	-0.6841291685991437
45	31	-0.6883457302462404
45	32	-0.6936978409776287
45	33	-0.6996695375510171
45	34	-0.70566383483167
45	35	-0.7115429416984161
46	2	-0.5661646433642891
46	3	-0.5870544205794856
46	4	-0.6015347613235844
46	5	-0.6130058077532664
46	6	-0.6230961961379402
46	7	-0.6321451638446866
46	8	-0.6395888046472674
46	9	-0.6460167576413423
46	10	-0.6512433254082428
46	11	-0.6560576139944375
46	12	-0.660635096799744
46	13	-0.6649103003206719
46	14	-0.6686545373491317
46	15	-0.6716835377888523
46	16	-0.6740624548769245
46	17	-0.6757725480047034
46	18	-0.6770882341544646
46	19	-0.6780183813690762
46	20	-0.6785252583701018
46	21	-0.6785159514327932
46	22	-0.6780819379129567
46	23	-0.677078233074152
46	24	-0.6763754109117915
46	25	-0.6765970721008472
46	26	-0.6770635930862394
46	27	-0.6776343909161711
46	28	-0.6781087272742228
46	29	-0.6798607627155765
46	30	-0.6819634706921109
46	31	-0.6851920759290384
46	32	-0.6893059350436741
46	33	-0.6944681728960069
46	34	-0.7000230126330484
46	35	-0.7056639419260832
47	2	-0.5655756441799146
47	3	-0.5866510552542958
47	4	-0.6015096201337639
47	5	-0.6134953237246601
47	6	-0.6240525766815006
47	7	-0.6332677037398216
47	8	-0.6414316225308426
47	9	-0.648017433557683
47	10	-0.6539634879038373
47	11	-0.6586886113754106
47	12	-0.6629499613278066
47	13	-0.6670795805037535
47	14	-0.6706648330811592
47	15	-0.6740388490977656
47	16	-0.6766351980375849
47	17	-0.6786915636894687
47	18	-0.6802179819971036
47	19	-0.6813807313138944
47	20	-0.6821624872196561
47	21	-0.6824071039718571
47	22	-0.681867230637537
47	23	-0.680964345605269
47	24	-0.6796868931002694
47	25	-0.6787234178283766
47	26	-0.6786987192774598
47	27	-0.6789289284688086
47	28	-0.6791548758363644
47	29	-0.6794692884304602
47	30	-0.6812021117033474
47	31	-0.6831746686659795
47	32	-0.6863087463285578
47	33	-0.6902734566350438
47	34	-0.695065751312026
47	35	-0.7003125253225173
48	2	-0.565942935995314
48	3	-0.5865993356548908
48	4	-0.6007381932164165
48	5	-0.61275573174506
48	6	-0.6232975915595316
48	7	-0.6328751562571326
48	8	-0.6411455453895275
48	9	-0.6482767829667732
48	10	-0.6544699886911391
48	11	-0.6599340673678404
48	12	-0.6641766082861505
48	13	-0.6680399574839179
48	14	-0.6714837823612128
48	15	-0.6746563567619602
48	16	-0.6775764668927448
48	17	-0.679829252942029
48	18	-0.6816912601036808
48	19	-0.6830616499633523
48	20	-0.6840477164378203
48	21	-0.6845309723091951
48	22	-0.6842538277744059
48	23	-0.6832790799518753
48	24	-0.6821439580843301
48	25	-0.680693956331696
48	26	-0.679525228519055
48	27	-0.6792996384571611
48	28	-0.6792734265770835
48	29	-0.6793476051932202
48	30	-0.6796903403671762
48	31	-0.6813185246625452
48	32	-0.6832494423503416
48	33	-0.6862423272301938
48	34	-0.6898927286708895
48	35	-0.6944051088567319
49	2	-0.5686882217331619
49	3	-0.588500597153861
49	4	-0.6021795646268192
49	5	-0.6136128374051261
49	6	-0.6240491266829511
49	7	-0.6333950774470357
49	8	-0.6419444085453059
49	9	-0.6491800184570894
49	10	-0.6558851540209185
49	11	-0.6616492459592817
49	12	-0.6666407822322288
49	13	-0.6705345396097161
49	14	-0.6737737738838495
49	15	-0.6768458583633806
49	16	-0.6796245441704128
49	17	-0.6822403245234492
49	18	-0.6843040394859506
49	19	-0.6859860927832074
49	20	-0.6871762133786727
49	21	-0.68787816288393
49	22	-0.6878645372191751
49	23	-0.6871415685321626
49	24	-0.6858842003802854
49	25	-0.6845140437251017
49	26	-0.6828164690791737
49	27	-0.6813932808378853
49	28	-0.6808934556657972
49	29	-0.6806873424245788
49	30	-0.6807186391126789
49	31	-0.680875808357632
49	32	-0.6823975969553413
49	33	-0.684143243222258
49	34	-0.6868204416401248
49	35	-0.6901960357950976
50	2	-0.5705211545186011
50	3	-0.5906763463635829
50	4	-0.6038836704633432
50	5	-0.6149960208685499
50	6	-0.6249448647559049
50	7	-0.634092272043689
50	8	-0.6422829316226675
50	9	-0.649726536538965
50	10	-0.6565452179469404
50	11	-0.6627598323465232
50	12	-0.6680323110780108
50	13	-0.6726163762806855
50	14	-0.6758781973414921
50	15	-0.6787681341585967
50	16	-0.6814425813160085
50	17	-0.6839284458763462
50	18	-0.6863369255822129
50	19	-0.688199444728698
50	20	-0.689680819291877
50	21	-0.6905808499678093
50	22	-0.690766616707071
50	23	-0.690264690118074
50	24	-0.6892352735348238
50	25	-0.6877391996691878
50	26	-0.686095453219889
50	27	-0.6841768950882964
50	28	-0.6825135811859169
50	29	-0.6818551017967381
50	30	-0.6815861975517988
50	31	-0.6814427505819948
50	32	-0.6815722795537164
50	33	-0.6829364667783382
50	34	-0.6844586106280818
50	35	-0.6869137791798787
51	2	-0.5702835310851923
51	3	-0.5916518930162741
51	4	-0.6054018062729104
51	5	-0.6163577337488453
51	6	-0.6261723739172965
51	7	-0.6349283351843101
51	8	-0.6429225753605725
51	9	-0.6499684411229978
51	10	-0.6569695288893334
51	11	-0.6632538496466179
51	12	-0.6688951961549697
51	13	-0.6737648301074671
51	14	-0.6777140448470609
51	15	-0.6806367858934452
51	16	-0.6831782401571579
51	17	-0.6855890140313768
51	18	-0.6878865635500787
51	19	-0.6901222073784555
51	20	-0.6918227600993658
51	21	-0.693017006714895
51	22	-0.6933986321811296
51	23	-0.6931104536563153
51	24	-0.6923361027475375
51	25	-0.6910698521363813
51	26	-0.6892897069031965
51	27	-0.6874170427261609
51	28	-0.6852336263836185
51	29	-0.6833634466942483
51	30	-0.6826320233242124
51	31	-0.682177396354307
51	32	-0.6819742576597215
51	33	-0.6818842870884751
51	34	-0.6830034199153004
51	35	-0.6842835498894819
52	2	-0.5675464031420835
52	3	-0.5901487155608801
52	4	-0.6051978910337658
52	5	-0.6169294416055069
52	6	-0.6268684165767406
52	7	-0.635714911718107
52	8	-0.6435457294374954
52	9	-0.6504641075246421
52	10	-0.6570853358801259
52	11	-0.6635274320756359
52	12	-0.6692307330698796
52	13	-0.6744378767617609
52	14	-0.6786644669327249
52	15	-0.6822504771981245
52	16	-0.6848272047105828
52	17	-0.6871486145037486
52	18	-0.6893908234335531
52	19	-0.6915023836069706
52	20	-0.6935853729881878
52	21	-0.6950087955775521
52	22	-0.6956853720057139
52	23	-0.695613623566877
52	24	-0.6950605035729462
52	25	-0.6940470482901152
52	26	-0.6924988834599826
52	27	-0.6905349033581074
52	28	-0.6884404516197652
52	29	-0.6860808249195312
52	30	-0.6841398259836347
52	31	-0.683231935975857
52	32	-0.6827429653189133
52	33	-0.6823320656261693
52	34	-0.6819822767292213
52	35	-0.6828606490424641
53	2	-0.5623129951468854
53	3	-0.5866157722759759
53	4	-0.6028478744286032
53	5	-0.6157974825693929
53	6	-0.6265691585101781
53	7	-0.6356476106252708
53	8	-0.6437214497534013
53	9	-0.6507494282133495
53	10	-0.657414650212724
53	11	-0.6636580184819458
53	12	-0.6695755905147893
53	13	-0.6749364357411218
53	14	-0.6795725481053272
53	15	-0.6834769382766414
53	16	-0.6867414399012383
53	17	-0.6891061704762479
53	18	-0.6912479877974689
53	19	-0.6932980824987727
53	20	-0.6952826131664925
53	21	-0.6970934515584274
53	22	-0.6979965474363878
53	23	-0.6981901156943464
53	24	-0.6978400561691057
53	25	-0.6970620140888736
53	26	-0.6958055331439974
53	27	-0.6940689481600417
53	28	-0.6918357819202525
53	29	-0.6895108528062247
53	30	-0.6870236800404653
53	31	-0.6848368707586362
53	32	-0.6838674094742957
53	33	-0.6831352620075338
53	34	-0.682409622216764
53	35	-0.6817343918941148
54	2	-0.5569516458739382
54	3	-0.5812688736637285
54	4	-0.598704606185256
54	5	-0.6127527055463132
54	6	-0.624655426472928
54	7	-0.6345664919466566
54	8	-0.6429679501296685
54	9	-0.6502743835892653
54	10	-0.6570827148193522
54	11	-0.6634126781842692
54	12	-0.6691257209325379
54	13	-0.6747065057835538
54	14	-0.6794940141339801
54	15	-0.6837823101856233
54	16	-0.6873542663794137
54	17	-0.690367023811267
54	18	-0.6925505213114572
54	19	-0.6944974384433537
54	20	-0.6964114258439186
54	21	-0.6980925927168179
54	22	-0.6993686079281644
54	23	-0.6997886753920521
54	24	-0.6996939708745785
54	25	-0.6991146008956898
54	26	-0.6980949459597046
54	27	-0.6966409677622275
54	28	-0.6946392863049995
54	29	-0.6922114479018695
54	30	-0.6897947488775985
54	31	-0.687100996464023
54	32	-0.6848631586984226
54	33	-0.6836696028619604
54	34	-0.682637427303578
54	35	-0.6815907519635549
55	2	-0.5511840580812035
55	3	-0.5751556840554458
55	4	-0.5925627112159274
55	5	-0.6074725145105984
55	6	-0.6204438288574442
55	7	-0.6314104081308447
55	8	-0.6406143331224147
55	9	-0.6483463064153906
55	10	-0.6554913281881017
55	11	-0.6619155933498244
55	12	-0.6677383862498708
55	13	-0.6731383276995362
55	14	-0.6781542208117021
55	15	-0.6825428702542192
55	16	-0.6864224323229752
55	17	-0.6897366606114882
55	18	-0.6925676052043851
55	19	-0.6946075761262173
55	20	-0.6964778046860156
55	21	-0.6981410042340014
55	22	-0.6993036277978661
55	23	-0.7001059040224162
55	24	-0.7002829957406964
55	25	-0.7000178259413028
55	26	-0.6992592716690854
55	27	-0.6980710180307633
55	28	-0.6963740574081514
55	29	-0.6942082607784467
55	30	-0.691752397955499
55	31	-0.6891940051813737
55	32	-0.6864867560999239
55	33	-0.6840687679596338
55	34	-0.6825985358168659
55	35	-0.6812656306877973
56	2	-0.5482234890840246
56	3	-0.5709261933545519
56	4	-0.5874717979516213
56	5	-0.601994203187022
56	6	-0.615473531160357
56	7	-0.6272706360500774
56	8	-0.637350406766223
56	9	-0.6457712622018876
56	10	-0.6533191397551337
56	11	-0.6600487257792506
56	12	-0.6659610909106154
56	13	-0.6714580784150026
56	14	-0.6762914037987069
56	15	-0.6808912742909423
56	16	-0.684863123229253
56	17	-0.6884486073534332
56	18	-0.691572123582897
56	19	-0.6942594955482413
56	20	-0.696243087637183
56	21	-0.6978835466421361
56	22	-0.6990406300576183
56	23	-0.6997465112501664
56	24	-0.7002952792820423
56	25	-0.7003105455498259
56	26	-0.6998607382218902
56	27	-0.698921831250194
56	28	-0.6974618282696382
56	29	-0.695580151263764
56	30	-0.693384759968243
56	31	-0.6908078723107842
56	32	-0.6882506006104906
56	33	-0.6853949497718538
56	34	-0.6827411064966424
56	35	-0.6809939984627369
57	2	-0.5436372824948194
57	3	-0.5671977770891613
57	4	-0.583090578049962
57	5	-0.5970044102071067
57	6	-0.610120988071575
57	7	-0.6223014787866376
57	8	-0.6331005514643592
57	9	-0.6423048651010437
57	10	-0.6504937835524178
57	11	-0.6576227597761051
57	12	-0.6638183931996157
57	13	-0.6693891296268938
57	14	-0.6743208660258836
57	15	-0.6787397103230685
57	16	-0.6828878979710261
57	17	-0.686537922223311
57	18	-0.6898897154009427
57	19	-0.6928860546304273
57	20	-0.6955201724905246
57	21	-0.6973074238464189
57	22	-0.6984508011497575
57	23	-0.6991531548508534
57	24	-0.6995937039999942
57	25	-0.6999805291492825
57	26	-0.6998179357653556
57	27	-0.6992084826346562
57	28	-0.6979981591338242
57	29	-0.6963476393971642
57	30	-0.6944428707274196
57	31	-0.6921548988409544
57	32	-0.6896300547760974
57	33	-0.686979712290411
57	34	-0.6839237910182867
57	35	-0.6810289947543314
58	2	-0.5353969387579103
58	3	-0.5606994496458881
58	4	-0.5777956732832635
58	5	-0.5916886695828267
58	6	-0.6046161337970102
58	7	-0.6167018099629166
58	8	-0.6279529785872224
58	9	-0.63789217471058
58	10	-0.6468721000382979
58	11	-0.6546522709730793
58	12	-0.6612882359743989
58	13	-0.6671970407734792
58	14	-0.6722792605012055
58	15	-0.6768629906333097
58	16	-0.6808867364907105
58	17	-0.6847549816459869
58	18	-0.688218065410106
58	19	-0.6914847421115924
58	20	-0.6944595039039265
58	21	-0.6969108357805025
58	22	-0.698214089357399
58	23	-0.6989029869742455
58	24	-0.6993388134531294
58	25	-0.6996184529341951
58	26	-0.6998127754017885
58	27	-0.6994812956206207
58	28	-0.698591747792171
58	29	-0.6971892846855453
58	30	-0.6955201902941553
58	31	-0.693505367379873
58	32	-0.691277476260924
58	33	-0.6886742191480812
58	34	-0.6858320471043142
58	35	-0.6825663400058526
59	2	-0.5260631591204514
59	3	-0.551792143759156
59	4	-0.5697345882739678
59	5	-0.5846943214745157
59	6	-0.5977763632223669
59	7	-0.6099315231420172
59	8	-0.6212984199903308
59	9	-0.6318192481475174
59	10	-0.6415666287928741
59	11	-0.650155367139012
59	12	-0.6574577495188328
59	13	-0.6638628693597023
59	14	-0.6693505099609557
59	15	-0.6742363356743734
59	16	-0.6785283549542193
59	17	-0.682376393879515
59	18	-0.6861052695702112
59	19	-0.6895620270170361
59	20	-0.6928910270165817
59	21	-0.6957305353470103
59	22	-0.6977068411802655
59	23	-0.6985540993413747
59	24	-0.6989689634035656
59	25	-0.699231882712808
59	26	-0.6992941192289602
59	27	-0.6993088951651776
59	28	-0.6986766814565154
59	29	-0.6975872517000128
59	30	-0.6961514964796015
59	31	-0.6943709239201351
59	32	-0.6924046599493894
59	33	-0.6901005969230011
59	34	-0.6872965541382201
59	35	-0.6842323975767594
