MM,Unsold,p_corr
44,36,0.42984733398370284
44,37,0.4383017297811999
44,38,0.4459331731626074
44,39,0.45275480196464235
44,40,0.45920163219763993
44,41,0.4650096679223332
45,33,0.40659238195046166
45,34,0.41768782933335874
45,35,0.4275516181564195
45,36,0.43619039330987275
45,37,0.4440166343694202
45,38,0.45081514491458796
45,39,0.45738866204337
45,40,0.4632745491120374
45,41,0.4692755892756431
46,34,0.4044676528736942
46,35,0.4144570484413955
46,36,0.423256924091045
46,37,0.4312258863001706
46,38,0.43818193457688226
46,39,0.44471183300233946
46,40,0.45069852207814165
46,41,0.45675950083261907
47,33,0.40128739928699925
47,34,0.4114065087904059
47,35,0.4203541995913893
47,36,0.42851009927708444
47,37,0.43563819207370574
47,38,0.4423414502438661
47,39,0.4483072542803684
47,40,0.45446391614348325
47,41,0.46031904382686295
